sku	name	image	description	url
1484384	Zulu & Zephyr bikini bottom hipster in palm print	https://images.asos-media.com/products/zulu-zephyr-bikini-bottom-hipster-in-palm-print/12415659-1-palmprint 	Bikini bottoms by Zulu & Zephyr Just add water Palm print Hipster cut For when you want a little more coverage	https://www.asos.com/us/zulu-zephyr/zulu-zephyr-bikini-bottom-hipster-in-palm-print/prd/12415659
1484398	Zulu & Zephyr skimpy bikini bottom in stripe	https://images.asos-media.com/products/zulu-zephyr-skimpy-bikini-bottom-in-stripe/12416033-1-mustardstripe 	Bikini bottoms by Zulu & Zephyr Just add water Mid-rise waist Striped design Tanga style Triangular cut	https://www.asos.com/us/zulu-zephyr/zulu-zephyr-skimpy-bikini-bottom-in-stripe/prd/12416033
620668	Gipsy Thermal 200 Denier Tights	https://images.asos-media.com/products/gipsy-thermal-200-denier-tights/4962369-1-black 	Tights by Gipsy Designed with cold weather in mind Made in Italy 200 denier Thermal design for extra warmth High-rise, elasticated waist Elasticated waistband	https://www.asos.com/us/gipsy/gipsy-thermal-200-denier-tights/prd/4962369
564225	Gipsy 50 Denier Invisible Waistband Shaper Tights	https://images.asos-media.com/products/gipsy-50-denier-invisible-waistband-shaper-tights/4599084-1-black 	Tights by Gipsy Matte, stretch fabric Invisable, high waist Firm-stretch, control panel To smooth and flatter the tummy and bum area Opaque finish, 50 denier	https://www.asos.com/us/gipsy/gipsy-50-denier-invisible-waistband-shaper-tights/prd/4599084
932103	Gipsy Large Scale Fishnet Tights	https://images.asos-media.com/products/gipsy-large-scale-fishnet-tights/7194368-1-black 	Tights by Gipsy Stretch fishnet Semi-sheer finish High-rise stretch waist Hand wash 93% Nylon, 7% Spandex	https://www.asos.com/us/gipsy/gipsy-large-scale-fishnet-tights/prd/7194368
917101	Gipsy 60 denier 2 pack tights	https://images.asos-media.com/products/gipsy-60-denier-2-pack-tights/7092123-1-black 	Tights multipack by Gipsy Pack of two pairs High-rise stretch waist 60 denier Opaque finish	https://www.asos.com/us/gipsy/gipsy-60-denier-2-pack-tights/prd/7092123
1050058	GeBe Maternity supersoft skinny jeans	https://images.asos-media.com/products/gebe-maternity-supersoft-skinny-jeans/7953785-1-white 	Maternity jeans by Gebe Maternity It's all in the jeans Stretch waistband under the bump Five pockets Skinny fit Designed to fit through all stages of pregnancy Exclusive to ASOS	https://www.asos.com/us/gebe-maternity/gebe-maternity-supersoft-skinny-jeans/prd/7953785
1053544	Glamorous Navy Satin & Lace Triangle Bra	https://images.asos-media.com/products/glamorous-navy-satin-lace-triangle-bra/7977817-1-navy 	Bra by Glamorous Sheer lace Adjustable satin straps Front hook closure Hand wash 94% Polyamide, 6% Spandex Our model wears a Small cup size and is 172cm/5'7.5" tall	https://www.asos.com/us/glamorous/glamorous-navy-satin-lace-triangle-bra/prd/7977817
1050059	GeBe Maternity over-the-bump skinny jeans in light wash blue	https://images.asos-media.com/products/gebe-maternity-over-the-bump-skinny-jeans-in-light-wash-blue/7953786-1-lightblue 	Maternity jeans by Gebe Maternity It's all in the jeans Over-the-bump insert Faux-fly Five pockets Skinny fit Designed to fit through all stages of pregnancy Exclusive to ASOS	https://www.asos.com/us/gebe-maternity/gebe-maternity-over-the-bump-skinny-jeans-in-light-wash-blue/prd/7953786
838328	Hunter original refined black gloss tall wellington boots	https://images.asos-media.com/products/hunter-original-refined-black-gloss-tall-wellington-boots/6240470-1-black 	Wellington boots by Hunter This item is excluded from promo Pull-on style Buckle-cinch detail Hunter branding Chunky sole Logo badge color may vary	https://www.asos.com/us/hunter/hunter-original-refined-black-gloss-tall-wellington-boots/prd/6240470
984115	House of Holland Fishnet Embroidered Dress	https://images.asos-media.com/products/house-of-holland-fishnet-embroidered-dress/7535738-1-pink 	Dress by House of Holland Lined mesh Square neck Adjustable cami straps Velvet trims Embroidered design Contrast crochet hem Slim fit - cut close to the body Dry clean 100% Polyester Our model wears a UK 8/EU 36/US 4 and is 173cm/5'8" tall	https://www.asos.com/us/house-of-holland/house-of-holland-fishnet-embroidered-dress/prd/7535738
1535101	UGG Neumel lace up ankle boots in chestnut	https://images.asos-media.com/products/ugg-neumel-lace-up-ankle-boots-in-chestnut/13060475-1-chestnut 	Boots by UGG This item is excluded from promo Lace-up fastening Faux-fur lining for extra warmth Back tab Round toe Ugg logo detail to heel Moulded tread	https://www.asos.com/us/ugg/ugg-neumel-lace-up-ankle-boots-in-chestnut/prd/13060475
1079586	Gianni Feraud TALL Skinny Fit Blue Checked Suit vest	https://images.asos-media.com/products/gianni-feraud-tall-skinny-fit-blue-checked-suit-vest/8152129-1-blue 	Vest by Gianni Feraud TALL Textured wool-mix Check design Button placket Contrast back with an adjustable cinch Skinny fit - cut very closely to the body Dry clean 65% Polyester, 31% Viscose, 4% Wool Our model wears 40”/102cm and is 193cm/6'4" tall	https://www.asos.com/us/gianni-feraud/gianni-feraud-tall-skinny-fit-blue-checked-suit-vest/prd/8152129
1105246	Glamorous Shaggy Faux Fur Coat	https://images.asos-media.com/products/glamorous-shaggy-faux-fur-coat/8332670-1-brownfur 	Coat by Glamorous Textured woven fabric Faux-fur body Notch lapel Press-stud fastening Functional pockets Regular fit - true to size	https://www.asos.com/us/glamorous/glamorous-shaggy-faux-fur-coat/prd/8332670
1073366	Gipsy Mama Support Maternity Tights 60 Denier	https://images.asos-media.com/products/gipsy-mama-support-maternity-tights-60-denier/8108825-1-black 	Tights by Gipsy 60 denier Semi-sheer finish High-rise stretch waist Designed to fit throughout all stages of pregnancy Hand wash 80% Nylon, 20% Spandex	https://www.asos.com/us/gipsy/gipsy-mama-support-maternity-tights-60-denier/prd/8108825
1100462	Glamorous Metallic Dress	https://images.asos-media.com/products/glamorous-metallic-dress/8300190-1-gold 	Evening dress by Glamorous Sequin-embellished fabric Plunge neck Mesh trim Kick split	https://www.asos.com/us/glamorous/glamorous-metallic-dress/prd/8300190
1091517	Gestuz Ane Straight Jeans	https://images.asos-media.com/products/gestuz-ane-straight-jeans/8233630-1-black 	Jeans by Gestuz Non-stretch denim Concealed fly Functioning pockets Straight fit - cut with a straight leg Machine wash 100% Cotton Our model wears a UK 8/W26" and is 170cm/5'7" tall	https://www.asos.com/us/gestuz/gestuz-ane-straight-jeans/prd/8233630
320107	Herschel Supply Co 23l Settlement backpack in black	https://images.asos-media.com/products/herschel-supply-co-23l-settlement-backpack-in-black/2980276-1-black 	Backpack by Herschel Canvas outer Zip-around closure Adjustable shoulder straps Zipped pouch pocket to front Laptop sleeve Holds 23 liters	https://www.asos.com/us/herschel-supply-co/herschel-supply-co-23l-settlement-backpack-in-black/prd/2980276
705552	Hunter original short black boots	https://images.asos-media.com/products/hunter-original-short-black-boots/5456425-1-black 	Wellington boots by Hunter Matte finish Slip-on design Side strap Pin buckle fastening Signature logo Texture tread	https://www.asos.com/us/hunter/hunter-original-short-black-boots/prd/5456425
801867	Hunter Original Tall Black Adjustable Wellington Boots	https://images.asos-media.com/products/hunter-original-tall-black-adjustable-wellington-boots/6027185-1-blackmatte 	Boots by Hunter Moulded upper Matte finish Pull-on design Side strap Pin buckle fastening Signature logo Texture tread Wipe with a soft cloth	https://www.asos.com/us/hunter/hunter-original-tall-black-adjustable-wellington-boots/prd/6027185
890524	Havaianas Gold Slim Flip Flops	https://images.asos-media.com/products/havaianas-gold-slim-flip-flops/6920171-1-gold 	Flip flops by Havaianas For those summer sound effects Made in Brazil Slim straps Embossed branding Slip-resistant sole Size guide doesn't apply for this brand Please order your normal size	https://www.asos.com/us/havaianas/havaianas-gold-slim-flip-flops/prd/6920171
872538	Hunter original refined black gloss chelsea wellington boots	https://images.asos-media.com/products/hunter-original-refined-black-gloss-chelsea-wellington-boots/6803978-1-black 	Boots by Hunter This item is excluded from promo Elasticated inserts Back tab Round toe Low heel	https://www.asos.com/us/hunter/hunter-original-refined-black-gloss-chelsea-wellington-boots/prd/6803978
998567	Hoxton Haus Slashed Sleeve Sweatshirt	https://images.asos-media.com/products/hoxton-haus-slashed-sleeve-sweatshirt/7608846-1-pink 	Sweatshirt by Hoxton Haus Loop-back sweat Crew neck Raglan sleeves Cut-out design Cropped cut Regular fit - true to size Machine wash 100% Cotton Our model wears a UK S/EU S/US XS and is 178cm/5'10" tall	https://www.asos.com/us/hoxton-haus/hoxton-haus-slashed-sleeve-sweatshirt/prd/7608846
890527	Havaianas slim flip flops in silver	https://images.asos-media.com/products/havaianas-slim-flip-flops-in-silver/6920181-2 	Flip-flops by Havaianas For those summer sound effects Made in Brazil Slim straps Embossed branding Slip-resistant sole Size guide doesn't apply for this brand Please order your normal size	https://www.asos.com/us/havaianas/havaianas-slim-flip-flops-in-silver/prd/6920181
978108	Herschel Supply Co Charlie card holder in black	https://images.asos-media.com/products/herschel-supply-co-charlie-card-holder-in-black/7503118-1-black 	Card holder by Herschel Supply Co For storing cash, random loyalty cards and too many receipts Branded detail Double compartments	https://www.asos.com/us/herschel-supply-co/herschel-supply-co-charlie-card-holder-in-black/prd/7503118
890528	Havaianas Black Slim Flip Flops	https://images.asos-media.com/products/havaianas-black-slim-flip-flops/6920174-2 	Flip-flops by Havaianas This item is excluded from promo Made in Brazil Durable and lightweight Resistant to heat and water Slim straps Embossed branding Slip-resistant sole Size guide doesn't apply for this brand Please order your normal size	https://www.asos.com/us/havaianas/havaianas-black-slim-flip-flops/prd/6920174
1011024	Heart & Dagger Skinny Suit Jacket In Linen	https://images.asos-media.com/products/heart-dagger-skinny-suit-jacket-in-linen/7684450-1-beige 	Suit jacket by Heart & Dagger Pure linen Lined with internal pocket Notch lapels Single button opening Functional pockets Skinny fit - cut very closely to the body Dry clean 100% Linen Our model wears a 40"/102 cm and is 6'2”/188 cm tall	https://www.asos.com/us/heart-dagger/heart-dagger-skinny-suit-jacket-in-linen/prd/7684450
1011037	Heart & Dagger Slim Suit Jacket In Summer Wedding Check	https://images.asos-media.com/products/heart-dagger-slim-suit-jacket-in-summer-wedding-check/7684439-1-mint 	Suit jacket by Heart & Dagger Checked wool-rich fabric Lined with internal pocket Notch lapels Single button opening Functional pockets Slim fit - cut close to the body Dry clean 80% Wool, 10% Nylon, 10% Polyester Our model wears a 40"/102 cm and is 188cm/6'2" tall Lapel pin not included Exclusive to ASOS	https://www.asos.com/us/heart-dagger/heart-dagger-slim-suit-jacket-in-summer-wedding-check/prd/7684439
1074162	TFNC WEDDING Chiffon Maxi Dress with Tonal Embellishment and Tie Detail	https://images.asos-media.com/products/tfnc-wedding-chiffon-maxi-dress-with-tonal-embellishment-and-tie-detail/8114515-1-mink 	Maxi dress by TFNC Lined chiffon Halterneck with embellishment Front split Bow back Zip-back fastening Regular fit - true to size Hand wash 96% Polyester, 4% Eastane Our model wears a UK 8/EU 36/US 4 and is 178cm/5'10" tall	https://www.asos.com/us/tfnc/tfnc-wedding-chiffon-maxi-dress-with-tonal-embellishment-and-tie-detail/prd/8114515
1168047	Monki Taiki High Waist Mom Jeans	https://images.asos-media.com/products/monki-taiki-high-waist-mom-jeans/8770149-1-classicblue 	Jeans by Monki Organic cotton denim Dark blue wash High-rise waist Concealed fly Functioning pockets Cropped cut Relaxed fit Machine wash 100% Organic Cotton Our model wears a W26" Regular and is 173cm/5'8" tall Part of the Eco Edit Exclusive to ASOS	https://www.asos.com/us/monki/monki-taiki-high-waist-mom-jeans/prd/8770149
1079513	Twiin Higher Vinyl Belted Skirt	https://images.asos-media.com/products/twiin-higher-vinyl-belted-skirt/8151198-1-black 	Mini skirt by TWIIN High-shine vinyl High-rise waist Belted waist for adjustable fit Asymmetric hem Regular fit - fits true to size	https://www.asos.com/us/twiin/twiin-higher-vinyl-belted-skirt/prd/8151198
1069282	Ted Baker Hara tiny heart pendant necklace in silver	https://images.asos-media.com/products/ted-baker-hara-tiny-heart-pendant-necklace-in-silver/8085156-1-silver 	Necklace by Ted Baker Silver-tone finish Fine chain Heart pendant Swarovski® crystal details on extender chain Adjustable chain length Lobster clasp fastening	https://www.asos.com/us/ted-baker/ted-baker-hara-tiny-heart-pendant-necklace-in-silver/prd/8085156
1069287	Ted Baker Hara tiny heart pendant necklace in rose gold	https://images.asos-media.com/products/ted-baker-hara-tiny-heart-pendant-necklace-in-rose-gold/8085216-1-rosegold 	Necklace by Ted Baker The finishing touch Fine chain Heart pendant Swarovski® crystal details on extender chain Adjustable chain length Lobster-clasp fastening	https://www.asos.com/us/ted-baker/ted-baker-hara-tiny-heart-pendant-necklace-in-rose-gold/prd/8085216
1102167	Truffle Collection Buckle Trim Stretch Over Knee Boot	https://images.asos-media.com/products/truffle-collection-buckle-trim-stretch-over-knee-boot/8313515-1-blackstretchpu 	Shoes by Truffle Faux-leather upper Slip-on design Buckle-strap detail Round toe Block kitten heel Molded tread Wipe with a damp cloth	https://www.asos.com/us/truffle-collection/truffle-collection-buckle-trim-stretch-over-knee-boot/prd/8313515
1303683	Jack & Jones Essentials crew neck sweater in texture	https://images.asos-media.com/products/jack-jones-essentials-crew-neck-sweater-in-texture/10106355-1-navyblazer 	Sweater by Jack & Jones Crew neck It's classic you Ribbed cuffs and hem Regular fit No surprises, just a classic cut	https://www.asos.com/us/jack-jones/jack-jones-essentials-crew-neck-sweater-in-texture/prd/10106355
1114040	Tommy Hilfiger stretch 3 pack trunks in white/red/navy	https://images.asos-media.com/products/tommy-hilfiger-stretch-3-pack-trunks-in-white-red-navy/8390021-1-whiteredpeacoat 	Trunks pack by Tommy Hilfiger Pack of three Stretch jersey Branded waistband Form-fitting design	https://www.asos.com/us/tommy-hilfiger/tommy-hilfiger-stretch-3-pack-trunks-in-white-red-navy/prd/8390021
1138818	The Jetset Diaries Sierra Lace Thigh Split Cold Shoulder Maxi Dress	https://images.asos-media.com/products/the-jetset-diaries-sierra-lace-thigh-split-cold-shoulder-maxi-dress/8558688-1-floral 	Dress by The Jetset Diaries Tie-keyhole neck Cold-shoulder cut Nothing to shrug at High splits When you want to show off a bit of leg Tie-keyhole back Regular fit - true to size	https://www.asos.com/us/the-jetset-diaries/the-jetset-diaries-sierra-lace-thigh-split-cold-shoulder-maxi-dress/prd/8558688
1082020	Truffle Collection Buckle Trim Stretch Over Knee Boots	https://images.asos-media.com/products/truffle-collection-buckle-trim-stretch-over-knee-boots/8169192-1-blackstretchpu 	Shoes by Truffle Collection Stretch pull-on style Over-the-knee design Outfit = 50% complete Round toe Buckle detailing	https://www.asos.com/us/truffle-collection/truffle-collection-buckle-trim-stretch-over-knee-boots/prd/8169192
1035696	Tommy Hilfiger classic flag baseball cap in white	https://images.asos-media.com/products/tommy-hilfiger-classic-flag-baseball-cap-in-white/7851848-1-white 	Cap by Tommy Hilfiger Tops things off nicely Domed crown Curved peak Eyelet vents Because ventilation is key Signature Tommy Hilfiger logo Adjustable back strap fastening	https://www.asos.com/us/tommy-hilfiger/tommy-hilfiger-classic-flag-baseball-cap-in-white/prd/7851848
1114038	Tommy Hilfiger stretch low rise 3 pack trunks in black/white/gray heather	https://images.asos-media.com/products/tommy-hilfiger-stretch-low-rise-3-pack-trunks-in-black-white-gray-heather/8390041-1-blackwhitegrey 	Trunks pack by Tommy Hilfiger We know you like options Pack of three pairs Elasticated waistband Signature branding Form-fitting design	https://www.asos.com/us/tommy-hilfiger/tommy-hilfiger-stretch-low-rise-3-pack-trunks-in-black-white-gray-heather/prd/8390041
1141777	Typical Freaks Frilly Oversized Dress with Mesh	https://images.asos-media.com/products/typical-freaks-frilly-oversized-dress-with-mesh/8578820-1-pink 	Midi dress by Typical Freaks Soft-touch jersey Scoop neck Dropped shoulders Ruffle and mesh insert Split sides Oversized fit - falls generously over the body Machine wash 100% Cotton Our model wears a UK S/EU S/US S and is 175cm/5'9" tall	https://www.asos.com/us/typical-freaks/typical-freaks-frilly-oversized-dress-with-mesh/prd/8578820
1220810	Y.A.S Ruffle Lace Up Mini Dress	https://images.asos-media.com/products/yas-ruffle-lace-up-mini-dress/9149401-1-pink 	Mini dress by Y.A.S. Some days call for a little extra Ruffle trim Lace insert Side zip fastening Tiered skirt Layers on layers Low scoop back Lace-up detail Not just for shoes Mini length Regular fit Not too loose, not too tight	https://www.asos.com/us/yas/yas-ruffle-lace-up-mini-dress/prd/9149401
1201097	Religion longline t-shirt in ash pink	https://images.asos-media.com/products/religion-longline-t-shirt-in-ash-pink/9007015-1-ashesofroses 	Longline T-shirt by Religion Crew neck It's classic you Embroidered Praying Skeleton logo Contrast side seams It's the little things that count Curved hem Longline cut Cut longer than standard length	https://www.asos.com/us/religion/religion-longline-t-shirt-in-ash-pink/prd/9007015
1114824	Troy Hooded Fishtail Cotton Parka with Teddy Lining	https://images.asos-media.com/products/troy-hooded-fishtail-cotton-parka-with-teddy-lining/8400898-1-green 	Coat by Troy Smooth woven cotton Soft-touch lining Drawstring hood Zip fastening Functional pockets Drawstring hem Regular fit - true to size Machine wash 100% Cotton Our model wears a size Medium and is 191cm/6'3" tall	https://www.asos.com/us/troy/troy-hooded-fishtail-cotton-parka-with-teddy-lining/prd/8400898
1144927	The English Factory Long Sleeve Smock Dress With Lace Trim And Slip Dress	https://images.asos-media.com/products/the-english-factory-long-sleeve-smock-dress-with-lace-trim-and-slip-dress/8600742-1-black 	Dress by The English Factory Some serious daytime inspiration right here Tie-keyhole front Blouson sleeves Crochet lace trims A handmade look without lifting a finger Slips on over your head Relaxed fit Think baggy and casual	https://www.asos.com/us/the-english-factory/the-english-factory-long-sleeve-smock-dress-with-lace-trim-and-slip-dress/prd/8600742
1186491	John Zack Petite Contrast Lace Mini Prom Skater Dress	https://images.asos-media.com/products/john-zack-petite-contrast-lace-mini-prom-skater-dress/8904336-1-navy 	Petite dress by John Zack Petite Boat neck Semi-sheer design Zip-back fastening Regular cut Fits you just right	https://www.asos.com/us/john-zack-petite/john-zack-petite-contrast-lace-mini-prom-skater-dress/prd/8904336
1199347	Jessica Wright Midi Dress With Fluted Sleeve Detail	https://images.asos-media.com/products/jessica-wright-midi-dress-with-fluted-sleeve-detail/8995266-1-navy 	Dress by Jessica Wright Dress for the mood you want, right? Floral lace yoke and sleeves Compliments = a common side effect Fluted cuffs Cutout back Slim fit - cut close to the body	https://www.asos.com/us/jessica-wright/jessica-wright-midi-dress-with-fluted-sleeve-detail/prd/8995266
1199343	Jessica Wright Bodycon Dress With Printed Skirt	https://images.asos-media.com/products/jessica-wright-bodycon-dress-with-printed-skirt/8995276-1-multi 	Body-conscious dress by Jessica Wright Plunge neck Take a dive Floral print skirt The bolder, the better Close-cut body-conscious fit	https://www.asos.com/us/jessica-wright/jessica-wright-bodycon-dress-with-printed-skirt/prd/8995276
1459461	Vans Slip-On Checkerboard Sneakers In Black	https://images.asos-media.com/products/vans-slip-on-checkerboard-sneakers-in-black/12080398-1-black 	Sneakers by Vans Supplier code: VEYEBWW If you know, you know Slip-on style Stretch inserts Padded, shaped cuff Chunky sole Signature waffle tread	https://www.asos.com/us/vans/vans-slip-on-checkerboard-sneakers-in-black/prd/12080398
1194353	Jaded London Badges High Neck Bikini Top	https://images.asos-media.com/products/jaded-london-badges-high-neck-bikini-top/8966753-1-multibadges 	Bikini top by Jaded London High neck Over-the-head design Sheer mesh Badge details Cropped cut	https://www.asos.com/us/jaded-london/jaded-london-badges-high-neck-bikini-top/prd/8966753
1214516	Jarlo Oversized Ruffle Front Maxi Dress	https://images.asos-media.com/products/jarlo-oversized-ruffle-front-maxi-dress/9106051-1-tomatoorange 	Maxi dress by Jarlo Halter neck Statement double-ruffle top overlay You know the frill Zip-back fastening Slim fit A narrow cut that sits close to the body Exclusive to ASOS	https://www.asos.com/us/jarlo/jarlo-oversized-ruffle-front-maxi-dress/prd/9106051
1149464	Ted Baker Connary reversible smart leather belt	https://images.asos-media.com/products/ted-baker-connary-reversible-smart-leather-belt/8634115-1-black 	Belt by Ted Baker Your outfit's plus-one Reversible design Adjustable length Pin buckle closure Single keeper Belt fits true to size Please buy in your normal trouser size	https://www.asos.com/us/ted-baker/ted-baker-connary-reversible-smart-leather-belt/prd/8634115
1214574	Jarlo Petite High Neck Lace Dress With Tie Back Detail	https://images.asos-media.com/products/jarlo-petite-high-neck-lace-dress-with-tie-back-detail/9106291-1-navy 	Petite dress by Jarlo Petite Be the best-dressed guest High neck Fully lined It’s what’s on the inside that counts Fitted waist Zip closure Regular cut Fits you just right	https://www.asos.com/us/jarlo-petite/jarlo-petite-high-neck-lace-dress-with-tie-back-detail/prd/9106291
1213985	Jarlo Tall high neck lace dress with tie back detail	https://images.asos-media.com/products/jarlo-tall-high-neck-lace-dress-with-tie-back-detail/9106610-1-navy 	Tall dress by Jarlo Tall For that thing you RSVPd to High neck Lace overlay It's all in the details Open tie back Body-Conscious fit Skims in all the right places	https://www.asos.com/us/jarlo-tall/jarlo-tall-high-neck-lace-dress-with-tie-back-detail/prd/9106610
