ident,actual_ident,scheduled_departuretm,scheduled_arrivaltm,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
VIR24,,2020-05-02T04:20:00.000+0000,2020-05-02T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AMX7661,VIR24,2020-05-02T04:20:00.000+0000,2020-05-02T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VOZ5354,VIR24,2020-05-02T04:20:00.000+0000,2020-05-02T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
KLM4811,VIR24,2020-05-02T04:20:00.000+0000,2020-05-02T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
DAL4405,VIR24,2020-05-02T04:20:00.000+0000,2020-05-02T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AFR9654,VIR24,2020-05-02T04:20:00.000+0000,2020-05-02T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
IBE7352,BAW114,2020-05-02T01:30:00.000+0000,2020-05-02T08:35:00.000+0000,KJFK,EGLL,B744,,0,0,0
AMX7667,VIR10,2020-05-02T02:00:00.000+0000,2020-05-02T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VIR10,,2020-05-02T02:00:00.000+0000,2020-05-02T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
DAL4377,VIR10,2020-05-02T02:00:00.000+0000,2020-05-02T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
KLM4828,VIR10,2020-05-02T02:00:00.000+0000,2020-05-02T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AFR6759,VIR10,2020-05-02T02:00:00.000+0000,2020-05-02T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
SIA2510,VIR10,2020-05-02T02:00:00.000+0000,2020-05-02T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
SIA1190,AVA120,2020-05-02T04:00:00.000+0000,2020-05-02T14:35:00.000+0000,SKBO,EGLL,B788,Business: No meal / Economy: No meal,0,28,222
ANA7840,AVA120,2020-05-02T04:00:00.000+0000,2020-05-02T14:35:00.000+0000,SKBO,EGLL,B788,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,28,222
ALK2860,ACA860,2020-05-02T02:40:00.000+0000,2020-05-02T08:35:00.000+0000,CYHZ,EGLL,B38M,Economy: No meal,0,0,169
JAL5508,TAM8084,2020-05-02T02:50:00.000+0000,2020-05-02T14:05:00.000+0000,SBGR,EGLL,B773,Business: No meal / Economy: No meal,0,78,422
KAL7970,TAM8084,2020-05-02T02:50:00.000+0000,2020-05-02T14:05:00.000+0000,SBGR,EGLL,B773,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,56,323
JTL5508,TAM8084,2020-05-02T02:50:00.000+0000,2020-05-02T14:05:00.000+0000,SBGR,EGLL,B773,Business: No meal / Economy: No meal,0,78,422
MSR3023,,2020-05-02T00:30:00.000+0000,2020-05-02T05:00:00.000+0000,HECA,EGLL,,Business: Meal / Economy: Meal,0,16,126
AIC6122,BE2101,2020-05-02T05:20:00.000+0000,2020-05-02T07:00:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
LZB851,,2020-05-02T03:40:00.000+0000,2020-05-02T07:05:00.000+0000,LBSF,EGLL,A319,Business: Hot meal / Economy: Snack or brunch,0,8,132
AIC6155,BE2121,2020-05-02T06:00:00.000+0000,2020-05-02T08:00:00.000+0000,EGPD,EGLL,DH8D,Economy: Meal,0,0,78
BAW5954,EIN154,2020-05-02T06:15:00.000+0000,2020-05-02T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Food for sale,0,16,168
ACA6904,EIN154,2020-05-02T06:15:00.000+0000,2020-05-02T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Meal,0,16,168
EIN154,,2020-05-02T06:15:00.000+0000,2020-05-02T07:45:00.000+0000,EIDW,EGLL,,Business: Meal / Economy: Meal,0,16,168
QTR3,,2020-05-02T04:15:00.000+0000,2020-05-02T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
ETD19,,2020-05-02T03:15:00.000+0000,2020-05-02T10:50:00.000+0000,OMAA,EGLL,B78X,Business: Meal / Economy: Meal,0,32,343
BAW7003,QTR3,2020-05-02T04:15:00.000+0000,2020-05-02T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
UAL7627,EIN154,2020-05-02T06:15:00.000+0000,2020-05-02T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: No meal,0,16,168
ANA6233,DLH900,2020-05-02T06:00:00.000+0000,2020-05-02T07:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
DLH900,,2020-05-02T06:00:00.000+0000,2020-05-02T07:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
FIN1331,,2020-05-02T05:00:00.000+0000,2020-05-02T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,1,143
AAL8999,FIN1331,2020-05-02T05:00:00.000+0000,2020-05-02T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,1,143
BAW6031,FIN1331,2020-05-02T05:00:00.000+0000,2020-05-02T08:10:00.000+0000,EFHK,EGLL,A319,Business: Meal / Economy: Meal,0,1,143
CPA1410,FIN1331,2020-05-02T05:00:00.000+0000,2020-05-02T08:10:00.000+0000,EFHK,EGLL,A319,Business: No meal / Economy: No meal,0,1,143
IBE3162,,2020-05-02T06:15:00.000+0000,2020-05-02T08:40:00.000+0000,LEMD,EGLL,A320,"Economy: Breakfast, Food for sale",0,0,180
AVA2413,ETD19,2020-05-02T04:15:00.000+0000,2020-05-02T11:50:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,32,304
KNE3019,ETD19,2020-05-02T04:15:00.000+0000,2020-05-02T11:50:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
AMC2132,ETD19,2020-05-02T04:15:00.000+0000,2020-05-02T11:50:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,28,199
GIA9126,ETD19,2020-05-02T04:15:00.000+0000,2020-05-02T11:50:00.000+0000,OMAA,EGLL,B78X,Business: Meal / Economy: Meal,0,999,999
AAL8816,IBE3162,2020-05-02T06:15:00.000+0000,2020-05-02T08:40:00.000+0000,LEMD,EGLL,A319,"Business: Breakfast / Economy: Breakfast, Food for sale",0,30,102
BAW7054,IBE3162,2020-05-02T06:15:00.000+0000,2020-05-02T08:40:00.000+0000,LEMD,EGLL,A320,Economy: Snack or brunch,0,0,180
LAN5409,IBE3162,2020-05-02T06:15:00.000+0000,2020-05-02T08:40:00.000+0000,LEMD,EGLL,A319,Economy: Food for sale,0,0,144
AIC6124,BE2103,2020-05-02T07:55:00.000+0000,2020-05-02T09:35:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
AVA6551,SIA308,2020-05-02T01:00:00.000+0000,2020-05-02T14:40:00.000+0000,WSSS,EGLL,A388,First: No meal / Business: No meal / Economy: No meal,12,86,281
ACA6511,MSR777,2020-05-02T07:10:00.000+0000,2020-05-02T12:35:00.000+0000,HECA,EGLL,B789,Business: Meal / Economy: No meal,0,30,279
UAL7717,MSR777,2020-05-02T07:10:00.000+0000,2020-05-02T12:35:00.000+0000,HECA,EGLL,B789,Business: No meal / Economy: No meal,0,30,279
MSR777,,2020-05-02T07:10:00.000+0000,2020-05-02T12:35:00.000+0000,HECA,EGLL,B789,Business: Meal / Economy: Meal,0,30,279
TAP7016,MSR777,2020-05-02T07:10:00.000+0000,2020-05-02T12:35:00.000+0000,HECA,EGLL,B789,Business: No meal / Economy: No meal,0,30,279
CPA257,,2020-05-02T01:10:00.000+0000,2020-05-02T14:15:00.000+0000,VHHH,EGLL,B77W,"First: Breakfast, Dinner / Business: Breakfast, Dinner / Economy: Breakfast, Lunch",6,53,235
UAE9943,,2020-05-02T05:15:00.000+0000,2020-05-02T11:55:00.000+0000,OMDW,EGLL,B772,,0,0,0
CES6269,KLM1007,2020-05-02T07:15:00.000+0000,2020-05-02T08:40:00.000+0000,EHAM,EGLL,E190,Business: Meal / Economy: Meal,0,36,64
CXA9303,KLM1007,2020-05-02T07:15:00.000+0000,2020-05-02T08:40:00.000+0000,EHAM,EGLL,E190,Business: No meal / Economy: No meal,0,36,64
KLM1007,KLC1007,2020-05-02T07:15:00.000+0000,2020-05-02T08:40:00.000+0000,EHAM,EGLL,E190,"Business: Meal / Economy: Snack or brunch, Meal",0,36,64
DAL9641,KLC1007,2020-05-02T07:15:00.000+0000,2020-05-02T08:40:00.000+0000,EHAM,EGLL,B737,Business: Snack or brunch / Economy: Snack or brunch,0,36,106
AZA202,,2020-05-02T07:30:00.000+0000,2020-05-02T10:25:00.000+0000,LIRF,EGLL,A320,Economy: Refreshments,0,0,180
BAW3381,,2020-05-02T07:50:00.000+0000,2020-05-02T09:35:00.000+0000,EDDP,EGLL,A306,,0,0,0
GFA3,,2020-05-02T07:05:00.000+0000,2020-05-02T14:20:00.000+0000,OBBI,EGLL,B789,Business: Lunch / Economy: Lunch,0,26,256
ATW833,ATW1009,2020-05-02T08:15:00.000+0000,2020-05-02T09:45:00.000+0000,EHAM,EGLL,B739,Business: No meal / Economy: No meal,0,56,132
QTR8291,,2020-05-02T07:25:00.000+0000,2020-05-02T15:00:00.000+0000,OTHH,EGLL,A332,,0,0,0
KNE3025,ETD25,2020-05-02T06:35:00.000+0000,2020-05-02T14:10:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
AVA2419,ETD25,2020-05-02T06:35:00.000+0000,2020-05-02T14:10:00.000+0000,OMAA,EGLL,B789,Business: No meal / Economy: No meal,0,28,262
QTR6010,BAW1307,2020-05-02T09:55:00.000+0000,2020-05-02T11:35:00.000+0000,EGPD,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
BAW1307,,2020-05-02T09:55:00.000+0000,2020-05-02T11:35:00.000+0000,EGPD,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,24,107
IBE7526,BAW1307,2020-05-02T09:55:00.000+0000,2020-05-02T11:35:00.000+0000,EGPD,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
JTL7732,BAW501,2020-05-02T10:05:00.000+0000,2020-05-02T12:55:00.000+0000,LPPT,EGLL,,Business: No meal / Economy: No meal,0,24,136
FIN5981,BAW501,2020-05-02T10:05:00.000+0000,2020-05-02T12:55:00.000+0000,LPPT,EGLL,,"Business: Food for sale, Meal / Economy: Food for sale",0,20,190
QTR5916,BAW501,2020-05-02T10:05:00.000+0000,2020-05-02T12:55:00.000+0000,LPPT,EGLL,,Business: No meal / Economy: No meal,0,24,136
CPA7216,BAW501,2020-05-02T10:05:00.000+0000,2020-05-02T12:55:00.000+0000,LPPT,EGLL,,Business: No meal / Economy: No meal,0,24,136
JAL7732,BAW501,2020-05-02T10:05:00.000+0000,2020-05-02T12:55:00.000+0000,LPPT,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW501,,2020-05-02T10:05:00.000+0000,2020-05-02T12:55:00.000+0000,LPPT,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
JAL43,,2020-05-02T02:20:00.000+0000,2020-05-02T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
JTL43,,2020-05-02T02:20:00.000+0000,2020-05-02T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JTL43,2020-05-02T02:20:00.000+0000,2020-05-02T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JAL43,2020-05-02T02:20:00.000+0000,2020-05-02T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JAL43,2020-05-02T02:20:00.000+0000,2020-05-02T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JTL43,2020-05-02T02:20:00.000+0000,2020-05-02T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
IBE7726,BAW1443,2020-05-02T10:30:00.000+0000,2020-05-02T12:05:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
AAL6443,BAW431,2020-05-02T09:40:00.000+0000,2020-05-02T11:00:00.000+0000,EHAM,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
IBE7480,BAW479,2020-05-02T09:40:00.000+0000,2020-05-02T12:05:00.000+0000,LEBL,EGLL,,Business: No meal / Economy: No meal,0,24,136
AAL6291,BAW479,2020-05-02T09:40:00.000+0000,2020-05-02T12:05:00.000+0000,LEBL,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
PIA785,,2020-05-02T06:55:00.000+0000,2020-05-02T15:00:00.000+0000,OPIS,EGLL,B772,First: No meal / Economy: No meal,25,0,282
IBE7556,BAW1391,2020-05-02T11:10:00.000+0000,2020-05-02T12:20:00.000+0000,EGCC,EGLL,A319,Business: No meal / Economy: No meal,0,14,108
IBE7589,BAW1483,2020-05-02T11:10:00.000+0000,2020-05-02T12:40:00.000+0000,EGPF,EGLL,A319,Business: No meal / Economy: No meal,0,14,108
BAW983,,2020-05-02T10:25:00.000+0000,2020-05-02T12:30:00.000+0000,EDDT,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
AVA6553,SIA318,2020-05-02T04:35:00.000+0000,2020-05-02T18:15:00.000+0000,WSSS,EGLL,B77W,First: No meal / Business: No meal / Economy: No meal,4,48,212
AVA6619,THY1985,2020-05-02T10:00:00.000+0000,2020-05-02T13:50:00.000+0000,LTFM,EGLL,A359,Business: No meal / Economy: No meal,0,32,297
KAL907,,2020-05-02T04:20:00.000+0000,2020-05-02T16:25:00.000+0000,RKSI,EGLL,B77W,"First: No meal / Business: Dinner, Lunch / Economy: Dinner, Lunch",8,42,227
CPA7214,BAW713,2020-05-02T11:25:00.000+0000,2020-05-02T13:15:00.000+0000,LSZH,EGLL,A319,Business: No meal / Economy: No meal,0,999,999
REU8780,AFR1780,2020-05-02T11:35:00.000+0000,2020-05-02T13:00:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
GLO5082,AFR1780,2020-05-02T11:35:00.000+0000,2020-05-02T13:00:00.000+0000,LFPG,EGLL,A318,Economy: Snack or brunch,0,0,131
BAW5966,EIN166,2020-05-02T12:35:00.000+0000,2020-05-02T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
MAU9414,AFR1780,2020-05-02T11:35:00.000+0000,2020-05-02T13:00:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
VIR6701,AFR1780,2020-05-02T11:35:00.000+0000,2020-05-02T13:00:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
ACA6896,EIN166,2020-05-02T12:35:00.000+0000,2020-05-02T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
DAL8324,AFR1780,2020-05-02T11:35:00.000+0000,2020-05-02T13:00:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
EIN166,,2020-05-02T12:35:00.000+0000,2020-05-02T14:05:00.000+0000,EIDW,EGLL,A320,Business: Meal / Economy: Meal,0,4,168
AMX6023,AFR1780,2020-05-02T11:35:00.000+0000,2020-05-02T13:00:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
CPA7198,BAW815,2020-05-02T11:45:00.000+0000,2020-05-02T13:50:00.000+0000,EKCH,EGLL,A319,Business: No meal / Economy: No meal,0,999,999
SIA7394,,2020-05-02T09:50:00.000+0000,2020-05-02T18:05:00.000+0000,OMSJ,EGLL,B744,,0,0,0
BAW347,,2020-05-02T11:55:00.000+0000,2020-05-02T14:05:00.000+0000,LFMN,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
IBE7574,BAW1445,2020-05-02T12:55:00.000+0000,2020-05-02T14:25:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
CPA7232,BAW347,2020-05-02T11:55:00.000+0000,2020-05-02T14:05:00.000+0000,LFMN,EGLL,,Business: No meal / Economy: No meal,0,24,136
LAN5582,BAW347,2020-05-02T11:55:00.000+0000,2020-05-02T14:05:00.000+0000,LFMN,EGLL,,Business: Meal / Economy: Food for sale,0,24,136
FIN5970,BAW1445,2020-05-02T12:55:00.000+0000,2020-05-02T14:25:00.000+0000,EGPH,EGLL,,"Business: Food for sale, Meal / Economy: Food for sale",0,24,136
BAW1445,,2020-05-02T12:55:00.000+0000,2020-05-02T14:25:00.000+0000,EGPH,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
MAS9825,BAW1445,2020-05-02T12:55:00.000+0000,2020-05-02T14:25:00.000+0000,EGPH,EGLL,,Business: Meal / Economy: Food for sale,0,24,136
QTR6285,BAW1445,2020-05-02T12:55:00.000+0000,2020-05-02T14:25:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
UAL9100,DLH908,2020-05-02T12:00:00.000+0000,2020-05-02T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
AVA2401,AIC111,2020-05-02T08:30:00.000+0000,2020-05-02T18:00:00.000+0000,VIDP,EGLL,B788,Business: No meal / Economy: No meal,0,18,238
DLH908,,2020-05-02T12:00:00.000+0000,2020-05-02T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
BTI5630,BAW575,2020-05-02T12:00:00.000+0000,2020-05-02T14:00:00.000+0000,LIML,EGLL,A319,Economy: Food for sale,0,0,1
KNE3017,ETD17,2020-05-02T10:10:00.000+0000,2020-05-02T17:45:00.000+0000,OMAA,EGLL,B78X,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,32,343
AVA2411,ETD17,2020-05-02T10:10:00.000+0000,2020-05-02T17:45:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,32,304
AMC2136,ETD17,2020-05-02T10:10:00.000+0000,2020-05-02T17:45:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,32,343
AZA204,,2020-05-02T12:15:00.000+0000,2020-05-02T15:05:00.000+0000,LIRF,EGLL,A320,"Economy: Refreshments, Lunch",0,0,180
CAL9442,AZA204,2020-05-02T12:15:00.000+0000,2020-05-02T15:05:00.000+0000,LIRF,EGLL,A320,Business: No meal / Economy: No meal,0,99,999
CSN7365,AZA204,2020-05-02T12:15:00.000+0000,2020-05-02T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
LZB1705,AZA204,2020-05-02T12:15:00.000+0000,2020-05-02T15:05:00.000+0000,LIRF,EGLL,A319,Business: No meal / Economy: No meal,0,8,132
CHH8667,AZA204,2020-05-02T12:15:00.000+0000,2020-05-02T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
OMA101,,2020-05-02T10:30:00.000+0000,2020-05-02T18:10:00.000+0000,OOMS,EGLL,B789,"Business: Dinner, Lunch / Economy: Dinner, Lunch",0,30,258
AVA6621,THY1971,2020-05-02T11:35:00.000+0000,2020-05-02T15:40:00.000+0000,LTFM,EGLL,B77W,Business: No meal / Economy: No meal,0,49,300
BAW3401,,2020-05-02T12:45:00.000+0000,2020-05-02T14:00:00.000+0000,EBBR,EGLL,A306,,0,0,0
KZR941,,2020-05-02T08:50:00.000+0000,2020-05-02T15:50:00.000+0000,UACC,EGLL,,Business: Meal / Economy: Meal,0,16,150
KAL503,,2020-05-02T05:55:00.000+0000,2020-05-02T17:30:00.000+0000,RKSI,EGLL,B772,,0,0,0
IBE7420,BAW246,2020-05-02T18:30:00.000+0000,2020-05-03T05:55:00.000+0000,SBGR,EGLL,,,0,0,0
BAW282,,2020-05-02T22:35:00.000+0000,2020-05-03T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
AAL6185,BAW282,2020-05-02T22:35:00.000+0000,2020-05-03T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
FIN5522,BAW282,2020-05-02T22:35:00.000+0000,2020-05-03T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
IBE7440,BAW282,2020-05-02T22:35:00.000+0000,2020-05-03T09:10:00.000+0000,KLAX,EGLL,B789,First: No meal / Business: No meal / Economy: No meal,8,42,166
EIN8982,BAW282,2020-05-02T22:35:00.000+0000,2020-05-03T09:10:00.000+0000,KLAX,EGLL,B789,First: No meal / Business: No meal / Economy: No meal,8,42,166
BAW1505,AAL50,2020-05-02T20:45:00.000+0000,2020-05-03T05:55:00.000+0000,KDFW,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,8,52,244
ELY8028,AAL50,2020-05-02T20:45:00.000+0000,2020-05-03T05:55:00.000+0000,KDFW,EGLL,B77W,"First: Breakfast, Dinner / Business: Breakfast, Dinner / Economy: Breakfast, Dinner",8,52,244
IBE4192,AAL50,2020-05-02T20:45:00.000+0000,2020-05-03T05:55:00.000+0000,KDFW,EGLL,B77W,First: No meal / Business: No meal / Economy: No meal,8,52,244
AAL50,,2020-05-02T20:45:00.000+0000,2020-05-03T05:55:00.000+0000,KDFW,EGLL,B77W,"First: Breakfast, Dinner / Business: Breakfast, Dinner / Economy: Breakfast, Dinner",8,52,244
GFA6650,AAL50,2020-05-02T20:45:00.000+0000,2020-05-03T05:55:00.000+0000,KDFW,EGLL,B77W,First: No meal / Business: Dinner / Economy: Dinner,8,52,244
FIN5780,AAL50,2020-05-02T20:45:00.000+0000,2020-05-03T05:55:00.000+0000,KDFW,EGLL,B77W,First: No meal / Business: No meal / Economy: No meal,8,52,244
IBE7504,BAW779,2020-05-02T13:45:00.000+0000,2020-05-02T16:25:00.000+0000,ESSA,EGLL,A319,Business: No meal / Economy: No meal,0,14,108
AIC6126,BE2107,2020-05-02T14:50:00.000+0000,2020-05-02T16:30:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
BOV5104,IBE3166,2020-05-02T13:50:00.000+0000,2020-05-02T16:15:00.000+0000,LEMD,EGLL,A346,Business: No meal / Economy: No meal,0,36,323
JTL6841,FIN1337,2020-05-02T13:10:00.000+0000,2020-05-02T16:15:00.000+0000,EFHK,EGLL,A321,Business: No meal / Economy: No meal,0,2,207
JAL6841,FIN1337,2020-05-02T13:10:00.000+0000,2020-05-02T16:15:00.000+0000,EFHK,EGLL,A321,Business: No meal / Economy: No meal,0,2,207
BAW6033,FIN1337,2020-05-02T13:10:00.000+0000,2020-05-02T16:15:00.000+0000,EFHK,EGLL,A321,Business: Meal / Economy: Meal,0,2,207
FIN1337,,2020-05-02T13:10:00.000+0000,2020-05-02T16:15:00.000+0000,EFHK,EGLL,A321,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,2,207
LAN5354,FIN1337,2020-05-02T13:10:00.000+0000,2020-05-02T16:15:00.000+0000,EFHK,EGLL,A319,Business: No meal / Economy: No meal,0,1,143
AAL9005,FIN1337,2020-05-02T13:10:00.000+0000,2020-05-02T16:15:00.000+0000,EFHK,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,1,143
BAW3403,,2020-05-02T14:50:00.000+0000,2020-05-02T16:10:00.000+0000,EHAM,EGLL,A306,,0,0,0
