ident,actual_ident,scheduled_departuretm,scheduled_arrivaltm,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
AFR9654,VIR24,2020-05-01T04:20:00.000Z,2020-05-01T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
KLM4811,VIR24,2020-05-01T04:20:00.000Z,2020-05-01T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VOZ5354,VIR24,2020-05-01T04:20:00.000Z,2020-05-01T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
BAW114,"",2020-05-01T01:30:00.000Z,2020-05-01T08:35:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,8,49,178
IBE7352,BAW114,2020-05-01T01:30:00.000Z,2020-05-01T08:35:00.000Z,KJFK,EGLL,"",First: No meal / Business: No meal / Economy: No meal,8,49,178
AAL6135,BAW114,2020-05-01T01:30:00.000Z,2020-05-01T08:35:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,8,49,178
RJA7136,AAL80,2020-05-01T02:30:00.000Z,2020-05-01T11:45:00.000Z,KDFW,EGLL,B772,Business: No meal / Economy: No meal,0,99,999
FIN5514,BAW114,2020-05-01T01:30:00.000Z,2020-05-01T08:35:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,8,49,178
ALK2860,ACA860,2020-05-01T00:30:00.000Z,2020-05-01T06:25:00.000Z,CYHZ,EGLL,B38M,Economy: No meal,0,0,169
VIR4044,DAL30,2020-05-01T01:37:00.000Z,2020-05-01T10:05:00.000Z,KATL,EGLL,B764,First: No meal / Business: Dinner / Economy: Dinner,20,34,184
AFR3621,DAL30,2020-05-01T01:37:00.000Z,2020-05-01T10:05:00.000Z,KATL,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
DAL30,"",2020-05-01T01:37:00.000Z,2020-05-01T10:05:00.000Z,KATL,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
SIA2502,VIR2,2020-05-01T01:45:00.000Z,2020-05-01T08:55:00.000Z,KEWR,EGLL,A333,Business: Dinner / Economy: Dinner,0,33,233
FIN5998,BAW98,2020-05-01T01:50:00.000Z,2020-05-01T08:55:00.000Z,CYYZ,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
BAW98,"",2020-05-01T01:50:00.000Z,2020-05-01T08:55:00.000Z,CYYZ,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
IBE7340,BAW98,2020-05-01T01:50:00.000Z,2020-05-01T08:55:00.000Z,CYYZ,EGLL,A35K,Business: No meal / Economy: No meal,0,56,275
AAL6208,BAW98,2020-05-01T01:50:00.000Z,2020-05-01T08:55:00.000Z,CYYZ,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
EIN8802,BAW102,2020-05-01T04:20:00.000Z,2020-05-01T13:00:00.000Z,CYYC,EGLL,B789,Business: No meal / Economy: No meal,0,50,166
BAW292,"",2020-05-01T02:20:00.000Z,2020-05-01T09:35:00.000Z,KIAD,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
FIN5991,BAW102,2020-05-01T04:20:00.000Z,2020-05-01T13:00:00.000Z,CYYC,EGLL,B788,Business: Meal / Economy: Meal,0,35,179
AAL6192,BAW292,2020-05-01T02:20:00.000Z,2020-05-01T09:35:00.000Z,KIAD,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
IBE7342,BAW102,2020-05-01T04:20:00.000Z,2020-05-01T13:00:00.000Z,CYYC,EGLL,B788,Business: No meal / Economy: No meal,0,35,179
IBE7448,BAW292,2020-05-01T02:20:00.000Z,2020-05-01T09:35:00.000Z,KIAD,EGLL,A35K,Business: No meal / Economy: No meal,0,56,275
AAL6224,BAW102,2020-05-01T04:20:00.000Z,2020-05-01T13:00:00.000Z,CYYC,EGLL,B788,Business: Meal / Economy: Meal,0,35,179
FIN5532,BAW292,2020-05-01T02:20:00.000Z,2020-05-01T09:35:00.000Z,KIAD,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
BAW102,"",2020-05-01T04:20:00.000Z,2020-05-01T13:00:00.000Z,CYYC,EGLL,B788,Business: Meal / Economy: Meal,0,35,179
AFR3665,DAL18,2020-05-01T02:29:00.000Z,2020-05-01T10:10:00.000Z,KDTW,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
KLM6078,DAL18,2020-05-01T02:29:00.000Z,2020-05-01T10:10:00.000Z,KDTW,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
DAL18,"",2020-05-01T02:29:00.000Z,2020-05-01T10:10:00.000Z,KDTW,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
VIR4018,DAL18,2020-05-01T02:29:00.000Z,2020-05-01T10:10:00.000Z,KDTW,EGLL,B764,First: No meal / Business: Dinner / Economy: Dinner,20,34,184
DAL4379,VIR12,2020-05-01T02:55:00.000Z,2020-05-01T09:35:00.000Z,KBOS,EGLL,A333,Business: Dinner / Economy: Dinner,0,31,233
VIR12,"",2020-05-01T02:55:00.000Z,2020-05-01T09:35:00.000Z,KBOS,EGLL,A333,Business: Dinner / Economy: Dinner,0,31,233
SIA2512,VIR12,2020-05-01T02:55:00.000Z,2020-05-01T09:35:00.000Z,KBOS,EGLL,A333,Business: Dinner / Economy: Dinner,0,31,233
AFR9646,VIR12,2020-05-01T02:55:00.000Z,2020-05-01T09:35:00.000Z,KBOS,EGLL,A333,Business: Dinner / Economy: Dinner,0,31,233
KLM4805,VIR12,2020-05-01T02:55:00.000Z,2020-05-01T09:35:00.000Z,KBOS,EGLL,A333,Business: Dinner / Economy: Dinner,0,31,233
DAL5,"",2020-05-01T02:59:00.000Z,2020-05-01T10:10:00.000Z,KJFK,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
VIR4000,DAL5,2020-05-01T02:59:00.000Z,2020-05-01T10:10:00.000Z,KJFK,EGLL,B764,First: No meal / Business: Dinner / Economy: Dinner,20,34,184
KLM6043,DAL5,2020-05-01T02:59:00.000Z,2020-05-01T10:10:00.000Z,KJFK,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
AFR5964,DAL5,2020-05-01T02:59:00.000Z,2020-05-01T10:10:00.000Z,KJFK,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
BAW242,"",2020-05-01T04:00:00.000Z,2020-05-01T14:30:00.000Z,MMMX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
IBE7416,BAW242,2020-05-01T04:00:00.000Z,2020-05-01T14:30:00.000Z,MMMX,EGLL,B789,First: No meal / Business: No meal / Economy: No meal,8,42,166
AIC7336,ACA858,2020-05-01T03:05:00.000Z,2020-05-01T10:05:00.000Z,CYYZ,EGLL,B77W,Business: Meal / Economy: Meal,0,36,398
ALK2858,ACA858,2020-05-01T03:05:00.000Z,2020-05-01T10:05:00.000Z,CYYZ,EGLL,B77W,Business: No meal / Economy: No meal,0,40,336
RJA7081,AAL98,2020-05-01T04:35:00.000Z,2020-05-01T12:15:00.000Z,KORD,EGLL,B789,Business: No meal / Economy: No meal,0,99,999
FIN4426,TAM8084,2020-05-01T02:50:00.000Z,2020-05-01T14:05:00.000Z,SBGR,EGLL,B773,Business: No meal / Economy: No meal,0,38,372
KAL7970,TAM8084,2020-05-01T02:50:00.000Z,2020-05-01T14:05:00.000Z,SBGR,EGLL,B773,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,56,323
BAW7630,TAM8084,2020-05-01T02:50:00.000Z,2020-05-01T14:05:00.000Z,SBGR,EGLL,B773,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,56,323
BAW7009,QTR11,2020-05-01T01:45:00.000Z,2020-05-01T09:05:00.000Z,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
QTR11,"",2020-05-01T01:45:00.000Z,2020-05-01T09:05:00.000Z,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
KAC103,"",2020-05-01T02:25:00.000Z,2020-05-01T09:00:00.000Z,OKBK,EGLL,B77W,"First: Breakfast, Meal / Business: Breakfast, Meal / Economy: Breakfast, Meal",8,36,290
QTR5979,BAW1321,2020-05-01T05:05:00.000Z,2020-05-01T06:25:00.000Z,EGNT,EGLL,"",Business: No meal / Economy: No meal,0,1,179
SBI4724,BAW1321,2020-05-01T05:05:00.000Z,2020-05-01T06:25:00.000Z,EGNT,EGLL,"",Business: Meal / Economy: Food for sale,0,12,150
IBE7538,BAW1321,2020-05-01T05:05:00.000Z,2020-05-01T06:25:00.000Z,EGNT,EGLL,"",Business: No meal / Economy: No meal,0,24,136
AAL6652,BAW1321,2020-05-01T05:05:00.000Z,2020-05-01T06:25:00.000Z,EGNT,EGLL,A320,"Business: Meal / Economy: Food for sale, Meal",0,15,137
AIC6122,BE2101,2020-05-01T05:20:00.000Z,2020-05-01T07:00:00.000Z,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
EIN152,"",2020-05-01T05:30:00.000Z,2020-05-01T07:05:00.000Z,EIDW,EGLL,A320,Business: Meal / Economy: Meal,0,4,168
ACA6391,AIC131,2020-05-01T01:00:00.000Z,2020-05-01T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
BAW5952,EIN152,2020-05-01T05:30:00.000Z,2020-05-01T07:05:00.000Z,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
TAP7039,AIC131,2020-05-01T01:00:00.000Z,2020-05-01T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
ACA6922,EIN152,2020-05-01T05:30:00.000Z,2020-05-01T07:05:00.000Z,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7652,EIN152,2020-05-01T05:30:00.000Z,2020-05-01T07:05:00.000Z,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
AIC131,"",2020-05-01T01:00:00.000Z,2020-05-01T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
LOT4514,AIC131,2020-05-01T01:00:00.000Z,2020-05-01T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
MAS9665,BAW303,2020-05-01T04:45:00.000Z,2020-05-01T06:05:00.000Z,LFPG,EGLL,A321,Business: Meal / Economy: Food for sale,0,1,218
QTR6254,BAW1385,2020-05-01T05:45:00.000Z,2020-05-01T06:55:00.000Z,EGCC,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
JTL6502,BAW1385,2020-05-01T05:45:00.000Z,2020-05-01T06:55:00.000Z,EGCC,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
AAL6618,BAW1385,2020-05-01T05:45:00.000Z,2020-05-01T06:55:00.000Z,EGCC,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,15,114
AAL6633,BAW365,2020-05-01T04:45:00.000Z,2020-05-01T06:35:00.000Z,LFLL,EGLL,A320,"Business: Meal / Economy: Food for sale, Meal",0,15,137
IBE7552,BAW1385,2020-05-01T05:45:00.000Z,2020-05-01T06:55:00.000Z,EGCC,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
JAL6502,BAW1385,2020-05-01T05:45:00.000Z,2020-05-01T06:55:00.000Z,EGCC,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
ACA6199,AUA451,2020-05-01T04:50:00.000Z,2020-05-01T07:20:00.000Z,LOWW,EGLL,A320,Economy: Snack or brunch,0,0,168
UAL9624,EWG9468,2020-05-01T04:50:00.000Z,2020-05-01T06:25:00.000Z,EDDL,EGLL,A319,Business: No meal / Economy: No meal,0,12,126
DLH5339,EWG9468,2020-05-01T04:50:00.000Z,2020-05-01T06:25:00.000Z,EDDL,EGLL,A319,Business: No meal / Economy: No meal,0,12,126
ACA6961,EWG9468,2020-05-01T04:50:00.000Z,2020-05-01T06:25:00.000Z,EDDL,EGLL,A319,Business: No meal / Economy: No meal,0,12,126
QTR5879,BAW963,2020-05-01T04:50:00.000Z,2020-05-01T06:35:00.000Z,EDDH,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
AUA451,"",2020-05-01T04:50:00.000Z,2020-05-01T07:20:00.000Z,LOWW,EGLL,A320,Economy: Snack or brunch,0,0,168
AAL6608,BAW963,2020-05-01T04:50:00.000Z,2020-05-01T06:35:00.000Z,EDDH,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,15,114
UAL9845,AUA451,2020-05-01T04:50:00.000Z,2020-05-01T07:20:00.000Z,LOWW,EGLL,A320,Economy: Snack or brunch,0,0,168
JTL7790,BAW963,2020-05-01T04:50:00.000Z,2020-05-01T06:35:00.000Z,EDDH,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
JAL7790,BAW963,2020-05-01T04:50:00.000Z,2020-05-01T06:35:00.000Z,EDDH,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
EWG9468,"",2020-05-01T04:50:00.000Z,2020-05-01T06:25:00.000Z,EDDL,EGLL,A319,Business: No meal / Economy: No meal,0,12,126
AAL6532,BAW811,2020-05-01T04:55:00.000Z,2020-05-01T07:10:00.000Z,EKCH,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,15,114
JTL7774,BAW811,2020-05-01T04:55:00.000Z,2020-05-01T07:10:00.000Z,EKCH,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
QTR6280,BAW1435,2020-05-01T05:55:00.000Z,2020-05-01T07:35:00.000Z,EGPH,EGLL,A319,Business: No meal / Economy: No meal,0,1,142
MAS9801,BAW811,2020-05-01T04:55:00.000Z,2020-05-01T07:10:00.000Z,EKCH,EGLL,A319,Business: Meal / Economy: Food for sale,0,24,107
JAL7774,BAW811,2020-05-01T04:55:00.000Z,2020-05-01T07:10:00.000Z,EKCH,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
IBE7570,BAW1435,2020-05-01T05:55:00.000Z,2020-05-01T07:35:00.000Z,EGPH,EGLL,A321,Economy: No meal,0,0,220
FIN5964,BAW1435,2020-05-01T05:55:00.000Z,2020-05-01T07:35:00.000Z,EGPH,EGLL,A319,"Business: Food for sale, Meal / Economy: Food for sale",0,24,107
BAW7052,IBE3170,2020-05-01T05:00:00.000Z,2020-05-01T07:25:00.000Z,LEMD,EGLL,A321,Economy: Snack or brunch,0,0,220
DLH924,"",2020-05-01T05:00:00.000Z,2020-05-01T06:40:00.000Z,EDDF,EGLL,"",Business: Cold meal / Economy: Snack or brunch,0,32,167
