ident,actual_ident,scheduled_departuretm,scheduled_arrivaltm,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
EMT1141,ACA848,2020-05-05T00:35:00.000+0000,2020-05-05T07:35:00.000+0000,CYYZ,EGLL,B77W,"Business: Breakfast, Meal / Economy: Breakfast, Meal",0,40,360
ALK2848,ACA848,2020-05-05T00:35:00.000+0000,2020-05-05T07:35:00.000+0000,CYYZ,EGLL,B77W,Business: No meal / Economy: No meal,0,40,360
AIC7310,ACA848,2020-05-05T00:35:00.000+0000,2020-05-05T07:35:00.000+0000,CYYZ,EGLL,B77W,Business: Meal / Economy: Meal,0,40,360
ACA848,,2020-05-05T00:35:00.000+0000,2020-05-05T07:35:00.000+0000,CYYZ,EGLL,B77W,"Business: Breakfast, Meal / Economy: Breakfast, Meal",0,40,360
AMX7661,VIR24,2020-05-05T04:20:00.000+0000,2020-05-05T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
SIA2524,VIR24,2020-05-05T04:20:00.000+0000,2020-05-05T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AFR9654,VIR24,2020-05-05T04:20:00.000+0000,2020-05-05T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VOZ5354,VIR24,2020-05-05T04:20:00.000+0000,2020-05-05T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
KLM4811,VIR24,2020-05-05T04:20:00.000+0000,2020-05-05T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VIR24,,2020-05-05T04:20:00.000+0000,2020-05-05T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
DAL4405,VIR24,2020-05-05T04:20:00.000+0000,2020-05-05T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
IBE7352,BAW114,2020-05-05T01:30:00.000+0000,2020-05-05T08:35:00.000+0000,KJFK,EGLL,,,0,0,0
SIA2510,VIR10,2020-05-05T02:00:00.000+0000,2020-05-05T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VIR10,,2020-05-05T02:00:00.000+0000,2020-05-05T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AVA298,AVA298,2020-05-05T03:00:00.000+0000,2020-05-05T13:00:00.000+0000,SKCG,EGLL,B788,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,28,222
AMX7667,VIR10,2020-05-05T02:00:00.000+0000,2020-05-05T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
KLM4828,VIR10,2020-05-05T02:00:00.000+0000,2020-05-05T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
DAL4377,VIR10,2020-05-05T02:00:00.000+0000,2020-05-05T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AFR6759,VIR10,2020-05-05T02:00:00.000+0000,2020-05-05T09:10:00.000+0000,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
SIA1190,AVA120,2020-05-05T04:00:00.000+0000,2020-05-05T14:35:00.000+0000,SKBO,EGLL,B788,Business: No meal / Economy: No meal,0,28,222
ALK2860,ACA860,2020-05-05T02:40:00.000+0000,2020-05-05T08:35:00.000+0000,CYHZ,EGLL,B38M,Economy: No meal,0,0,169
KAL7970,TAM8084,2020-05-05T02:50:00.000+0000,2020-05-05T14:05:00.000+0000,SBGR,EGLL,B773,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,56,323
AIC6122,BE2101,2020-05-05T05:20:00.000+0000,2020-05-05T07:00:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
AIC131,,2020-05-05T01:00:00.000+0000,2020-05-05T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
TAP7039,AIC131,2020-05-05T01:00:00.000+0000,2020-05-05T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
BAW5952,EIN152,2020-05-05T05:30:00.000+0000,2020-05-05T07:05:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
UAL7652,EIN152,2020-05-05T05:30:00.000+0000,2020-05-05T07:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
ACA6391,AIC131,2020-05-05T01:00:00.000+0000,2020-05-05T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
ACA6922,EIN152,2020-05-05T05:30:00.000+0000,2020-05-05T07:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
AIC6155,BE2121,2020-05-05T06:00:00.000+0000,2020-05-05T08:00:00.000+0000,EGPD,EGLL,DH8D,Economy: Meal,0,0,78
BAW5926,EIN710,2020-05-05T06:15:00.000+0000,2020-05-05T07:45:00.000+0000,EICK,EGLL,A320,Economy: Food for sale,0,0,180
BAW5954,EIN154,2020-05-05T06:15:00.000+0000,2020-05-05T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Food for sale,0,16,168
EIN154,,2020-05-05T06:15:00.000+0000,2020-05-05T07:45:00.000+0000,EIDW,EGLL,,Business: Meal / Economy: Meal,0,16,168
ACA6912,EIN710,2020-05-05T06:15:00.000+0000,2020-05-05T07:45:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
ACA6904,EIN154,2020-05-05T06:15:00.000+0000,2020-05-05T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Meal,0,16,168
UAL7640,EIN710,2020-05-05T06:15:00.000+0000,2020-05-05T07:45:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW7003,QTR3,2020-05-05T04:15:00.000+0000,2020-05-05T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
UAL7627,EIN154,2020-05-05T06:15:00.000+0000,2020-05-05T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: No meal,0,16,168
QTR3,,2020-05-05T04:15:00.000+0000,2020-05-05T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
KQA3218,AFR1680,2020-05-05T05:30:00.000+0000,2020-05-05T06:55:00.000+0000,LFPG,EGLL,A321,Business: No meal / Economy: No meal,0,82,130
REU8680,AFR1680,2020-05-05T05:30:00.000+0000,2020-05-05T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
UAL7657,EIN380,2020-05-05T06:30:00.000+0000,2020-05-05T08:05:00.000+0000,EINN,EGLL,,Business: No meal / Economy: No meal,0,16,168
AFR1680,,2020-05-05T05:30:00.000+0000,2020-05-05T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
CSN7179,AFR1680,2020-05-05T05:30:00.000+0000,2020-05-05T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
CES4977,AFR1680,2020-05-05T05:30:00.000+0000,2020-05-05T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
BAW5940,EIN380,2020-05-05T06:30:00.000+0000,2020-05-05T08:05:00.000+0000,EINN,EGLL,,Economy: Food for sale,0,0,999
DAL8718,AFR1680,2020-05-05T05:30:00.000+0000,2020-05-05T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
VIR6700,AFR1680,2020-05-05T05:30:00.000+0000,2020-05-05T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
ACA6916,EIN380,2020-05-05T06:30:00.000+0000,2020-05-05T08:05:00.000+0000,EINN,EGLL,,Business: No meal / Economy: Meal,0,16,168
THA6224,SAS525,2020-05-05T05:50:00.000+0000,2020-05-05T08:35:00.000+0000,ESSA,EGLL,B737,Business: Meal / Economy: Meal,0,6,135
AAL8999,FIN1331,2020-05-05T05:00:00.000+0000,2020-05-05T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,1,143
QFA3802,FIN1331,2020-05-05T05:00:00.000+0000,2020-05-05T08:10:00.000+0000,EFHK,EGLL,A319,Business: Meal / Economy: Food for sale,0,1,143
FIN1331,,2020-05-05T05:00:00.000+0000,2020-05-05T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,1,143
BAW6031,FIN1331,2020-05-05T05:00:00.000+0000,2020-05-05T08:10:00.000+0000,EFHK,EGLL,A319,Business: Meal / Economy: Meal,0,1,143
DLH900,,2020-05-05T06:00:00.000+0000,2020-05-05T07:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
AMC2132,ETD19,2020-05-05T04:15:00.000+0000,2020-05-05T11:50:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,28,199
LAN5409,IBE3162,2020-05-05T06:15:00.000+0000,2020-05-05T08:40:00.000+0000,LEMD,EGLL,A319,Economy: Food for sale,0,0,144
GIA9126,ETD19,2020-05-05T04:15:00.000+0000,2020-05-05T11:50:00.000+0000,OMAA,EGLL,B78X,Business: Meal / Economy: Meal,0,999,999
KNE3019,ETD19,2020-05-05T04:15:00.000+0000,2020-05-05T11:50:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
BAW5956,EIN156,2020-05-05T07:30:00.000+0000,2020-05-05T09:00:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
AZA202,,2020-05-05T06:30:00.000+0000,2020-05-05T09:25:00.000+0000,LIRF,EGLL,A330,Business: Meal / Economy: Meal,0,22,240
BAW2130,EIN930,2020-05-05T07:45:00.000+0000,2020-05-05T09:15:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
UAL7647,EIN930,2020-05-05T07:45:00.000+0000,2020-05-05T09:15:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
AIC6124,BE2103,2020-05-05T07:55:00.000+0000,2020-05-05T09:35:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
RJA1111,,2020-05-05T06:00:00.000+0000,2020-05-05T11:15:00.000+0000,OJAI,EGLL,,,0,0,0
MSR777,,2020-05-05T07:10:00.000+0000,2020-05-05T12:35:00.000+0000,HECA,EGLL,B789,Business: Meal / Economy: Meal,0,30,279
UAL7717,MSR777,2020-05-05T07:10:00.000+0000,2020-05-05T12:35:00.000+0000,HECA,EGLL,B789,Business: No meal / Economy: No meal,0,30,279
TAP7016,MSR777,2020-05-05T07:10:00.000+0000,2020-05-05T12:35:00.000+0000,HECA,EGLL,B789,Business: No meal / Economy: No meal,0,30,279
ACA6511,MSR777,2020-05-05T07:10:00.000+0000,2020-05-05T12:35:00.000+0000,HECA,EGLL,B789,Business: Meal / Economy: No meal,0,30,279
KLM1007,,2020-05-05T07:15:00.000+0000,2020-05-05T08:40:00.000+0000,EHAM,EGLL,B737,"Business: Meal / Economy: Snack or brunch, Meal",0,36,106
CSN7858,KLM1007,2020-05-05T07:15:00.000+0000,2020-05-05T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
DAL9641,KLM1007,2020-05-05T07:15:00.000+0000,2020-05-05T08:40:00.000+0000,EHAM,EGLL,B737,Business: Snack or brunch / Economy: Snack or brunch,0,36,106
VIR6993,KLM1007,2020-05-05T07:15:00.000+0000,2020-05-05T08:40:00.000+0000,EHAM,EGLL,B737,Business: Meal / Economy: Snack or brunch,0,36,106
KQA1007,KLM1007,2020-05-05T07:15:00.000+0000,2020-05-05T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
CXA9303,KLM1007,2020-05-05T07:15:00.000+0000,2020-05-05T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
CES6269,KLM1007,2020-05-05T07:15:00.000+0000,2020-05-05T08:40:00.000+0000,EHAM,EGLL,B737,Business: Meal / Economy: Meal,0,36,106
UAL7630,EIN158,2020-05-05T08:40:00.000+0000,2020-05-05T10:10:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
ACA6906,EIN158,2020-05-05T08:40:00.000+0000,2020-05-05T10:10:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAE29,,2020-05-05T05:40:00.000+0000,2020-05-05T13:25:00.000+0000,OMDB,EGLL,B77W,Business: Meal / Economy: Meal,0,42,310
BAW5958,EIN158,2020-05-05T08:40:00.000+0000,2020-05-05T10:10:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
AMC4100,,2020-05-05T08:00:00.000+0000,2020-05-05T11:30:00.000+0000,LMML,EGLL,A320,Economy: No meal,0,0,180
GFA3,,2020-05-05T07:05:00.000+0000,2020-05-05T14:20:00.000+0000,OBBI,EGLL,B789,Business: Lunch / Economy: Lunch,0,26,256
REU8580,AFR1580,2020-05-05T08:10:00.000+0000,2020-05-05T09:40:00.000+0000,LFPG,EGLL,A319,Business: No meal / Economy: No meal,0,72,71
KQA3076,AFR1580,2020-05-05T08:10:00.000+0000,2020-05-05T09:40:00.000+0000,LFPG,EGLL,A319,Business: No meal / Economy: No meal,0,72,71
ATW833,ATW1009,2020-05-05T08:15:00.000+0000,2020-05-05T09:45:00.000+0000,EHAM,EGLL,B739,Business: No meal / Economy: No meal,0,56,132
KNE3025,ETD25,2020-05-05T06:35:00.000+0000,2020-05-05T14:10:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
ACA6924,EIN162,2020-05-05T10:10:00.000+0000,2020-05-05T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
BAW5962,EIN162,2020-05-05T10:10:00.000+0000,2020-05-05T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
UAL7650,EIN162,2020-05-05T10:10:00.000+0000,2020-05-05T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
ANA5354,EMT710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
ACA6021,ETH710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
ANA5354,ETH710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
ACA6021,EMT710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
UAL7210,EMT710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
ANA5354,EMT710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
UAL7210,ETH710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
ANA5354,ETH710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
UAL7210,ETH710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
ACA6021,ETH710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
ACA6021,EMT710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
UAL7210,EMT710,2020-05-05T08:15:00.000+0000,2020-05-05T16:00:00.000+0000,HAAB,EGLL,A359,Business: No meal / Economy: No meal,0,30,313
FIN5968,BAW1443,2020-05-05T10:30:00.000+0000,2020-05-05T12:05:00.000+0000,EGPH,EGLL,,"Business: Food for sale, Meal / Economy: Food for sale",0,24,136
IBE7726,BAW1443,2020-05-05T10:30:00.000+0000,2020-05-05T12:05:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
QTR6284,BAW1443,2020-05-05T10:30:00.000+0000,2020-05-05T12:05:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW1443,,2020-05-05T10:30:00.000+0000,2020-05-05T12:05:00.000+0000,EGPH,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
UAL7642,EIN712,2020-05-05T10:35:00.000+0000,2020-05-05T12:05:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW5928,EIN712,2020-05-05T10:35:00.000+0000,2020-05-05T12:05:00.000+0000,EICK,EGLL,A320,Economy: Food for sale,0,0,180
ACA6914,EIN712,2020-05-05T10:35:00.000+0000,2020-05-05T12:05:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
AAL6443,BAW431,2020-05-05T09:35:00.000+0000,2020-05-05T10:55:00.000+0000,EHAM,EGLL,A320,"Business: Meal / Economy: Food for sale, Meal",0,15,137
VIR251,,2020-05-05T03:40:00.000+0000,2020-05-05T15:50:00.000+0000,ZSPD,EGLL,B789,Business: Lunch / Economy: Lunch,0,31,227
AAL6291,BAW479,2020-05-05T09:40:00.000+0000,2020-05-05T12:05:00.000+0000,LEBL,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
UAL7654,EIN164,2020-05-05T11:00:00.000+0000,2020-05-05T12:30:00.000+0000,EIDW,EGLL,A320,Economy: No meal,0,0,174
BAW5964,EIN164,2020-05-05T11:00:00.000+0000,2020-05-05T12:30:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
IRA711,,2020-05-05T07:50:00.000+0000,2020-05-05T14:10:00.000+0000,OIIE,EGLL,A330,Business: Meal / Economy: Meal,0,14,204
ACA6918,EIN384,2020-05-05T11:25:00.000+0000,2020-05-05T13:00:00.000+0000,EINN,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7644,EIN384,2020-05-05T11:25:00.000+0000,2020-05-05T13:00:00.000+0000,EINN,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW5942,EIN384,2020-05-05T11:25:00.000+0000,2020-05-05T13:00:00.000+0000,EINN,EGLL,A320,Economy: Food for sale,0,0,180
BAW2128,EIN932,2020-05-05T12:15:00.000+0000,2020-05-05T13:35:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
AZA204,,2020-05-05T11:15:00.000+0000,2020-05-05T14:05:00.000+0000,LIRF,EGLL,A330,Business: Meal / Economy: Meal,0,22,240
REU8780,AFR1780,2020-05-05T11:20:00.000+0000,2020-05-05T12:45:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
ISS9577,BAW577,2020-05-05T11:20:00.000+0000,2020-05-05T13:20:00.000+0000,LIML,EGLL,,Business: Meal / Economy: Meal,0,1,179
ACA6896,EIN166,2020-05-05T12:35:00.000+0000,2020-05-05T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
BAW5966,EIN166,2020-05-05T12:35:00.000+0000,2020-05-05T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
LAN5582,BAW347,2020-05-05T11:45:00.000+0000,2020-05-05T13:55:00.000+0000,LFMN,EGLL,,,0,0,0
TAR790,,2020-05-05T12:50:00.000+0000,2020-05-05T15:55:00.000+0000,DTTA,EGLL,A320,Business: No meal / Economy: No meal,0,8,150
AVA2401,AIC111,2020-05-05T08:30:00.000+0000,2020-05-05T18:00:00.000+0000,VIDP,EGLL,B788,Business: No meal / Economy: No meal,0,18,238
TAP7021,AIC111,2020-05-05T08:30:00.000+0000,2020-05-05T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
ACA6387,AIC111,2020-05-05T08:30:00.000+0000,2020-05-05T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
UAL9100,DLH908,2020-05-05T12:00:00.000+0000,2020-05-05T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
AIC111,,2020-05-05T08:30:00.000+0000,2020-05-05T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
DLH908,,2020-05-05T12:00:00.000+0000,2020-05-05T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
CTN5486,DLH908,2020-05-05T12:00:00.000+0000,2020-05-05T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal,0,180,0
AMC2136,ETD17,2020-05-05T10:10:00.000+0000,2020-05-05T17:45:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,32,343
KNE3017,ETD17,2020-05-05T10:10:00.000+0000,2020-05-05T17:45:00.000+0000,OMAA,EGLL,B78X,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,32,343
CSN7365,AZA204,2020-05-05T12:15:00.000+0000,2020-05-05T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
BTI5630,BAW5630,2020-05-05T12:15:00.000+0000,2020-05-05T14:15:00.000+0000,LIML,EGLL,A319,Economy: Food for sale,0,0,1
LZB1705,AZA204,2020-05-05T12:15:00.000+0000,2020-05-05T15:05:00.000+0000,LIRF,EGLL,A319,Business: No meal / Economy: No meal,0,8,132
CHH8667,AZA204,2020-05-05T12:15:00.000+0000,2020-05-05T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
CAL9442,AZA204,2020-05-05T12:15:00.000+0000,2020-05-05T15:05:00.000+0000,LIRF,EGLL,A320,Business: No meal / Economy: No meal,0,99,999
AAR521,,2020-05-05T05:30:00.000+0000,2020-05-05T17:50:00.000+0000,RKSI,EGLL,A359,"Business: Snack or brunch, Lunch / Economy: Snack or brunch, Lunch",0,28,283
BAW5968,EIN168,2020-05-05T13:30:00.000+0000,2020-05-05T15:00:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
ACA6910,EIN168,2020-05-05T13:30:00.000+0000,2020-05-05T15:00:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7668,EIN168,2020-05-05T13:30:00.000+0000,2020-05-05T15:00:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
OMA101,,2020-05-05T10:30:00.000+0000,2020-05-05T18:10:00.000+0000,OOMS,EGLL,B789,"Business: Dinner, Lunch / Economy: Dinner, Lunch",0,30,258
KZR941,,2020-05-05T08:50:00.000+0000,2020-05-05T15:50:00.000+0000,UACC,EGLL,,Business: Meal / Economy: Meal,0,16,150
AIC129,,2020-05-05T09:25:00.000+0000,2020-05-05T19:00:00.000+0000,VABB,EGLL,B788,Business: Breakfast / Economy: Breakfast,0,18,238
AAL6185,BAW282,2020-05-05T22:35:00.000+0000,2020-05-06T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
BAW282,,2020-05-05T22:35:00.000+0000,2020-05-06T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
FIN5522,BAW282,2020-05-05T22:35:00.000+0000,2020-05-06T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
EIN8982,BAW282,2020-05-05T22:35:00.000+0000,2020-05-06T09:10:00.000+0000,KLAX,EGLL,B744,First: No meal / Business: No meal / Economy: No meal,14,86,175
IBE7440,BAW282,2020-05-05T22:35:00.000+0000,2020-05-06T09:10:00.000+0000,KLAX,EGLL,B789,First: No meal / Business: No meal / Economy: No meal,8,42,166
FIN5780,AAL50,2020-05-05T20:45:00.000+0000,2020-05-06T05:55:00.000+0000,KDFW,EGLL,B77W,First: No meal / Business: No meal / Economy: No meal,8,52,244
IBE4192,AAL50,2020-05-05T20:45:00.000+0000,2020-05-06T05:55:00.000+0000,KDFW,EGLL,B77W,First: No meal / Business: No meal / Economy: No meal,8,52,244
GFA6650,AAL50,2020-05-05T20:45:00.000+0000,2020-05-06T05:55:00.000+0000,KDFW,EGLL,B77W,First: No meal / Business: Dinner / Economy: Dinner,8,52,244
BAW1505,AAL50,2020-05-05T20:45:00.000+0000,2020-05-06T05:55:00.000+0000,KDFW,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,8,52,244
ELY8028,AAL50,2020-05-05T20:45:00.000+0000,2020-05-06T05:55:00.000+0000,KDFW,EGLL,B77W,"First: Breakfast, Dinner / Business: Breakfast, Dinner / Economy: Breakfast, Dinner",8,52,244
AAL50,,2020-05-05T20:45:00.000+0000,2020-05-06T05:55:00.000+0000,KDFW,EGLL,B77W,"First: Breakfast, Dinner / Business: Breakfast, Dinner / Economy: Breakfast, Dinner",8,52,244
