ident,actual_ident,scheduled_departuretm,scheduled_arrivaltm,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
MSR9617,ACA848,2020-05-08T00:35:00.000+0000,2020-05-08T07:35:00.000+0000,CYYZ,EGLL,B77W,Business: No meal / Economy: No meal,0,40,360
ALK2848,ACA848,2020-05-08T00:35:00.000+0000,2020-05-08T07:35:00.000+0000,CYYZ,EGLL,B77W,Business: No meal / Economy: No meal,0,40,360
DLH6583,ACA848,2020-05-08T00:35:00.000+0000,2020-05-08T07:35:00.000+0000,CYYZ,EGLL,B77W,"Business: Breakfast, Meal / Economy: Breakfast, Meal",0,40,360
SIA2524,VIR24,2020-05-08T04:20:00.000+0000,2020-05-08T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VIR24,,2020-05-08T04:20:00.000+0000,2020-05-08T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VOZ5354,VIR24,2020-05-08T04:20:00.000+0000,2020-05-08T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
DAL4405,VIR24,2020-05-08T04:20:00.000+0000,2020-05-08T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
KLM4811,VIR24,2020-05-08T04:20:00.000+0000,2020-05-08T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AFR9654,VIR24,2020-05-08T04:20:00.000+0000,2020-05-08T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AMX7661,VIR24,2020-05-08T04:20:00.000+0000,2020-05-08T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
IBE7352,BAW114,2020-05-08T01:30:00.000+0000,2020-05-08T08:35:00.000+0000,KJFK,EGLL,,,0,0,0
SIA1190,AVA120,2020-05-08T04:00:00.000+0000,2020-05-08T14:35:00.000+0000,SKBO,EGLL,B788,Business: No meal / Economy: No meal,0,28,222
ALK2860,ACA860,2020-05-08T02:40:00.000+0000,2020-05-08T08:35:00.000+0000,CYHZ,EGLL,B38M,Economy: No meal,0,0,169
KAL7970,TAM8084,2020-05-08T02:50:00.000+0000,2020-05-08T14:05:00.000+0000,SBGR,EGLL,B773,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,56,323
AIC6122,BE2101,2020-05-08T05:20:00.000+0000,2020-05-08T07:00:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
ACA6922,EIN152,2020-05-08T05:30:00.000+0000,2020-05-08T07:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
AIC131,,2020-05-08T01:00:00.000+0000,2020-05-08T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
ACA6391,AIC131,2020-05-08T01:00:00.000+0000,2020-05-08T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
TAP7039,AIC131,2020-05-08T01:00:00.000+0000,2020-05-08T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
UAL7652,EIN152,2020-05-08T05:30:00.000+0000,2020-05-08T07:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW5952,EIN152,2020-05-08T05:30:00.000+0000,2020-05-08T07:05:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
AIC6155,BE2121,2020-05-08T06:00:00.000+0000,2020-05-08T08:00:00.000+0000,EGPD,EGLL,DH8D,Economy: Meal,0,0,78
BAW7003,QTR3,2020-05-08T04:15:00.000+0000,2020-05-08T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
UAL7627,EIN154,2020-05-08T06:15:00.000+0000,2020-05-08T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: No meal,0,16,168
ACA6904,EIN154,2020-05-08T06:15:00.000+0000,2020-05-08T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Meal,0,16,168
ACA6912,EIN710,2020-05-08T06:15:00.000+0000,2020-05-08T07:45:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
QTR3,,2020-05-08T04:15:00.000+0000,2020-05-08T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
BAW5926,EIN710,2020-05-08T06:15:00.000+0000,2020-05-08T07:45:00.000+0000,EICK,EGLL,A320,Economy: Food for sale,0,0,180
BAW5954,EIN154,2020-05-08T06:15:00.000+0000,2020-05-08T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Food for sale,0,16,168
EIN154,,2020-05-08T06:15:00.000+0000,2020-05-08T07:45:00.000+0000,EIDW,EGLL,,Business: Meal / Economy: Meal,0,16,168
UAL7640,EIN710,2020-05-08T06:15:00.000+0000,2020-05-08T07:45:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
REU8680,AFR1680,2020-05-08T05:30:00.000+0000,2020-05-08T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
UAL7657,EIN380,2020-05-08T06:30:00.000+0000,2020-05-08T08:05:00.000+0000,EINN,EGLL,,Business: No meal / Economy: No meal,0,16,168
ACA6916,EIN380,2020-05-08T06:30:00.000+0000,2020-05-08T08:05:00.000+0000,EINN,EGLL,,Business: No meal / Economy: Meal,0,16,168
BAW5940,EIN380,2020-05-08T06:30:00.000+0000,2020-05-08T08:05:00.000+0000,EINN,EGLL,,Economy: Food for sale,0,0,999
KQA3218,AFR1680,2020-05-08T05:30:00.000+0000,2020-05-08T06:55:00.000+0000,LFPG,EGLL,A321,Business: No meal / Economy: No meal,0,82,130
ICE450,,2020-05-08T07:40:00.000+0000,2020-05-08T10:45:00.000+0000,BIKF,EGLL,B763,"Business: Alcohol for sale, Breakfast / Economy: Alcohol for sale, Food for sale",0,25,237
SIA2629,SAS501,2020-05-08T05:45:00.000+0000,2020-05-08T07:50:00.000+0000,EKCH,EGLL,B737,Business: No meal / Economy: No meal,0,6,135
SIA2617,SAS525,2020-05-08T05:50:00.000+0000,2020-05-08T08:35:00.000+0000,ESSA,EGLL,B737,Business: No meal / Economy: No meal,0,6,135
THA6224,SAS525,2020-05-08T05:50:00.000+0000,2020-05-08T08:35:00.000+0000,ESSA,EGLL,B737,Business: Meal / Economy: Meal,0,6,135
SIA2613,SAS803,2020-05-08T05:55:00.000+0000,2020-05-08T08:20:00.000+0000,ENGM,EGLL,B737,Business: No meal / Economy: No meal,0,6,135
FIN1331,,2020-05-08T05:00:00.000+0000,2020-05-08T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,1,143
AAL8999,FIN1331,2020-05-08T05:00:00.000+0000,2020-05-08T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,1,143
DLH900,,2020-05-08T06:00:00.000+0000,2020-05-08T07:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
BAW6031,FIN1331,2020-05-08T05:00:00.000+0000,2020-05-08T08:10:00.000+0000,EFHK,EGLL,A319,Business: Meal / Economy: Meal,0,1,143
PAL720,,2020-05-08T00:10:00.000+0000,2020-05-08T14:10:00.000+0000,RPLL,EGLL,,Business: Breakfast / Economy: Breakfast,0,30,265
GIA9126,ETD19,2020-05-08T04:15:00.000+0000,2020-05-08T11:50:00.000+0000,OMAA,EGLL,B78X,Business: Meal / Economy: Meal,0,999,999
KNE3019,ETD19,2020-05-08T04:15:00.000+0000,2020-05-08T11:50:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
AMC2132,ETD19,2020-05-08T04:15:00.000+0000,2020-05-08T11:50:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,28,199
EIN930,,2020-05-08T07:45:00.000+0000,2020-05-08T09:15:00.000+0000,EGAC,EGLL,A320,Business: Meal / Economy: Meal,0,4,168
UAL7647,EIN930,2020-05-08T07:45:00.000+0000,2020-05-08T09:15:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW2130,EIN930,2020-05-08T07:45:00.000+0000,2020-05-08T09:15:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
AIC6124,BE2103,2020-05-08T07:55:00.000+0000,2020-05-08T09:35:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
CTN5803,SIA308,2020-05-08T01:00:00.000+0000,2020-05-08T14:40:00.000+0000,WSSS,EGLL,A388,First: No meal / Business: Meal / Economy: Meal,12,86,281
MSR777,,2020-05-08T07:10:00.000+0000,2020-05-08T12:35:00.000+0000,HECA,EGLL,B789,,0,0,0
UAL7717,MSR777,2020-05-08T07:10:00.000+0000,2020-05-08T12:35:00.000+0000,HECA,EGLL,B77W,Business: No meal / Economy: No meal,0,49,297
TAP7016,MSR777,2020-05-08T07:10:00.000+0000,2020-05-08T12:35:00.000+0000,HECA,EGLL,B77W,Business: No meal / Economy: No meal,0,49,297
ACA6511,MSR777,2020-05-08T07:10:00.000+0000,2020-05-08T12:35:00.000+0000,HECA,EGLL,B77W,Business: Meal / Economy: No meal,0,49,297
KQA1007,KLM1007,2020-05-08T07:15:00.000+0000,2020-05-08T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
VIR6993,KLM1007,2020-05-08T07:15:00.000+0000,2020-05-08T08:40:00.000+0000,EHAM,EGLL,B737,Business: Meal / Economy: Snack or brunch,0,36,106
CES6269,KLM1007,2020-05-08T07:15:00.000+0000,2020-05-08T08:40:00.000+0000,EHAM,EGLL,B737,Business: Meal / Economy: Meal,0,36,106
CSN7858,KLM1007,2020-05-08T07:15:00.000+0000,2020-05-08T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
DAL9641,KLM1007,2020-05-08T07:15:00.000+0000,2020-05-08T08:40:00.000+0000,EHAM,EGLL,B737,Business: Snack or brunch / Economy: Snack or brunch,0,36,106
CXA9303,KLM1007,2020-05-08T07:15:00.000+0000,2020-05-08T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
KLM1007,,2020-05-08T07:15:00.000+0000,2020-05-08T08:40:00.000+0000,EHAM,EGLL,B737,"Business: Meal / Economy: Snack or brunch, Meal",0,36,106
DAL9156,KQA100,2020-05-08T06:20:00.000+0000,2020-05-08T15:15:00.000+0000,HKJK,EGLL,B788,Business: Breakfast / Economy: Breakfast,0,30,204
KLM4224,KQA100,2020-05-08T06:20:00.000+0000,2020-05-08T15:15:00.000+0000,HKJK,EGLL,B788,Business: Meal / Economy: Meal,0,30,204
AZA202,,2020-05-08T07:30:00.000+0000,2020-05-08T10:25:00.000+0000,LIRF,EGLL,A320,Economy: Refreshments,0,0,180
ACA6906,EIN158,2020-05-08T08:40:00.000+0000,2020-05-08T10:10:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7630,EIN158,2020-05-08T08:40:00.000+0000,2020-05-08T10:10:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW5958,EIN158,2020-05-08T08:40:00.000+0000,2020-05-08T10:10:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
AMC4100,,2020-05-08T08:00:00.000+0000,2020-05-08T11:30:00.000+0000,LMML,EGLL,A320,Economy: No meal,0,0,180
GFA3,,2020-05-08T07:05:00.000+0000,2020-05-08T14:20:00.000+0000,OBBI,EGLL,B789,Business: Lunch / Economy: Lunch,0,26,256
KQA3076,AFR1580,2020-05-08T08:10:00.000+0000,2020-05-08T09:40:00.000+0000,LFPG,EGLL,A319,Business: No meal / Economy: No meal,0,72,71
REU8580,AFR1580,2020-05-08T08:10:00.000+0000,2020-05-08T09:40:00.000+0000,LFPG,EGLL,A319,Business: No meal / Economy: No meal,0,72,71
ATW833,ATW1009,2020-05-08T08:15:00.000+0000,2020-05-08T09:45:00.000+0000,EHAM,EGLL,B739,Business: No meal / Economy: No meal,0,56,132
KNE3025,ETD25,2020-05-08T06:35:00.000+0000,2020-05-08T14:10:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
IBE7526,BAW1307,2020-05-08T10:05:00.000+0000,2020-05-08T11:45:00.000+0000,EGPD,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
JTL7732,BAW501,2020-05-08T10:05:00.000+0000,2020-05-08T12:55:00.000+0000,LPPT,EGLL,,Business: No meal / Economy: No meal,0,24,136
FIN5981,BAW501,2020-05-08T10:05:00.000+0000,2020-05-08T12:55:00.000+0000,LPPT,EGLL,,"Business: Food for sale, Meal / Economy: Food for sale",0,20,190
QTR5916,BAW501,2020-05-08T10:05:00.000+0000,2020-05-08T12:55:00.000+0000,LPPT,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW501,,2020-05-08T10:05:00.000+0000,2020-05-08T12:55:00.000+0000,LPPT,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
JAL7732,BAW501,2020-05-08T10:05:00.000+0000,2020-05-08T12:55:00.000+0000,LPPT,EGLL,,Business: No meal / Economy: No meal,0,24,136
QTR6010,BAW1307,2020-05-08T10:05:00.000+0000,2020-05-08T11:45:00.000+0000,EGPD,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW1307,,2020-05-08T10:05:00.000+0000,2020-05-08T11:45:00.000+0000,EGPD,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
BAW5962,EIN162,2020-05-08T10:10:00.000+0000,2020-05-08T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
ACA6924,EIN162,2020-05-08T10:10:00.000+0000,2020-05-08T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7650,EIN162,2020-05-08T10:10:00.000+0000,2020-05-08T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
SAS531,,2020-05-08T09:15:00.000+0000,2020-05-08T11:55:00.000+0000,ESSA,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,12,168
ACA9942,SAS531,2020-05-08T09:15:00.000+0000,2020-05-08T11:55:00.000+0000,ESSA,EGLL,,Business: Meal / Economy: Food for sale,0,12,168
JAL43,,2020-05-08T02:20:00.000+0000,2020-05-08T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JTL43,2020-05-08T02:20:00.000+0000,2020-05-08T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
JTL43,,2020-05-08T02:20:00.000+0000,2020-05-08T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JAL43,2020-05-08T02:20:00.000+0000,2020-05-08T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JTL43,2020-05-08T02:20:00.000+0000,2020-05-08T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW4603,JAL43,2020-05-08T02:20:00.000+0000,2020-05-08T14:50:00.000+0000,RJTT,EGLL,B789,Business: Meal / Economy: Meal,0,44,151
BAW5928,EIN712,2020-05-08T10:35:00.000+0000,2020-05-08T12:05:00.000+0000,EICK,EGLL,A320,Economy: Food for sale,0,0,180
ACA6914,EIN712,2020-05-08T10:35:00.000+0000,2020-05-08T12:05:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7642,EIN712,2020-05-08T10:35:00.000+0000,2020-05-08T12:05:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
AAL6443,BAW431,2020-05-08T09:40:00.000+0000,2020-05-08T11:00:00.000+0000,EHAM,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
IBE7480,BAW479,2020-05-08T09:40:00.000+0000,2020-05-08T12:05:00.000+0000,LEBL,EGLL,,Business: No meal / Economy: No meal,0,24,136
JTL6512,BAW479,2020-05-08T09:40:00.000+0000,2020-05-08T12:05:00.000+0000,LEBL,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW431,,2020-05-08T09:40:00.000+0000,2020-05-08T11:00:00.000+0000,EHAM,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
JAL6512,BAW479,2020-05-08T09:40:00.000+0000,2020-05-08T12:05:00.000+0000,LEBL,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW479,,2020-05-08T09:40:00.000+0000,2020-05-08T12:05:00.000+0000,LEBL,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
AAL6291,BAW479,2020-05-08T09:40:00.000+0000,2020-05-08T12:05:00.000+0000,LEBL,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
AAL7191,RJA111,2020-05-08T09:00:00.000+0000,2020-05-08T14:25:00.000+0000,OJAI,EGLL,A321,Business: Hot meal / Economy: Hot meal,0,19,140
UAL7654,EIN164,2020-05-08T11:00:00.000+0000,2020-05-08T12:30:00.000+0000,EIDW,EGLL,A320,Economy: No meal,0,0,174
BAW5964,EIN164,2020-05-08T11:00:00.000+0000,2020-05-08T12:30:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
BAW309,,2020-05-08T10:10:00.000+0000,2020-05-08T11:30:00.000+0000,LFPG,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
ROT391,,2020-05-08T09:20:00.000+0000,2020-05-08T13:05:00.000+0000,LROP,EGLL,A318,Business: Lunch / Economy: Lunch,0,6,111
BAW5942,EIN384,2020-05-08T11:25:00.000+0000,2020-05-08T13:00:00.000+0000,EINN,EGLL,A320,Economy: Food for sale,0,0,180
BAW983,,2020-05-08T10:25:00.000+0000,2020-05-08T12:30:00.000+0000,EDDT,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
UAL7644,EIN384,2020-05-08T11:25:00.000+0000,2020-05-08T13:00:00.000+0000,EINN,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
MAS9839,BAW1483,2020-05-08T11:25:00.000+0000,2020-05-08T12:55:00.000+0000,EGPF,EGLL,,Business: Meal / Economy: Food for sale,0,24,136
ACA6918,EIN384,2020-05-08T11:25:00.000+0000,2020-05-08T13:00:00.000+0000,EINN,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
QTR5965,BAW1483,2020-05-08T11:25:00.000+0000,2020-05-08T12:55:00.000+0000,EGPF,EGLL,,Business: No meal / Economy: No meal,0,24,136
IBE7589,BAW1483,2020-05-08T11:25:00.000+0000,2020-05-08T12:55:00.000+0000,EGPF,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW1483,,2020-05-08T11:25:00.000+0000,2020-05-08T12:55:00.000+0000,EGPF,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
FIN5972,BAW1483,2020-05-08T11:25:00.000+0000,2020-05-08T12:55:00.000+0000,EGPF,EGLL,,"Business: Food for sale, Meal / Economy: Food for sale",0,24,136
THA916,,2020-05-08T05:50:00.000+0000,2020-05-08T18:10:00.000+0000,VTBS,EGLL,A359,Business: Meal / Economy: Meal,0,32,289
ANA6755,SWR354,2020-05-08T10:55:00.000+0000,2020-05-08T12:40:00.000+0000,LSGG,EGLL,BCS1,Business: Meal / Economy: Food for sale,0,1,124
SWR354,,2020-05-08T10:55:00.000+0000,2020-05-08T12:40:00.000+0000,LSGG,EGLL,BCS1,Business: Meal / Economy: Food for sale,0,1,124
UAL9740,SWR354,2020-05-08T10:55:00.000+0000,2020-05-08T12:40:00.000+0000,LSGG,EGLL,BCS1,Business: Meal / Economy: Food for sale,0,1,124
BAW2128,EIN932,2020-05-08T12:15:00.000+0000,2020-05-08T13:35:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
UAL6998,SAS805,2020-05-08T11:15:00.000+0000,2020-05-08T13:35:00.000+0000,ENGM,EGLL,B737,Business: No meal / Economy: No meal,0,6,135
ISS9577,BAW577,2020-05-08T11:20:00.000+0000,2020-05-08T13:20:00.000+0000,LIML,EGLL,,Business: Meal / Economy: Meal,0,1,179
REU8780,AFR1780,2020-05-08T11:20:00.000+0000,2020-05-08T12:45:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
MEA203,,2020-05-08T10:25:00.000+0000,2020-05-08T15:30:00.000+0000,OLBA,EGLL,A332,Business: Hot meal / Economy: Hot meal,0,44,200
ACA6896,EIN166,2020-05-08T12:35:00.000+0000,2020-05-08T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
BAW5966,EIN166,2020-05-08T12:35:00.000+0000,2020-05-08T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
CPA37,,2020-05-08T08:10:00.000+0000,2020-05-08T17:50:00.000+0000,VIDP,EGLL,,,0,0,0
LAN5582,BAW347,2020-05-08T11:45:00.000+0000,2020-05-08T13:55:00.000+0000,LFMN,EGLL,,Business: Meal / Economy: Food for sale,0,24,136
BAW347,,2020-05-08T11:45:00.000+0000,2020-05-08T13:55:00.000+0000,LFMN,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
QTR6285,BAW1445,2020-05-08T12:55:00.000+0000,2020-05-08T14:25:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW1445,,2020-05-08T12:55:00.000+0000,2020-05-08T14:25:00.000+0000,EGPH,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
MAS9825,BAW1445,2020-05-08T12:55:00.000+0000,2020-05-08T14:25:00.000+0000,EGPH,EGLL,,Business: Meal / Economy: Food for sale,0,24,136
IBE7574,BAW1445,2020-05-08T12:55:00.000+0000,2020-05-08T14:25:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
FIN5970,BAW1445,2020-05-08T12:55:00.000+0000,2020-05-08T14:25:00.000+0000,EGPH,EGLL,,"Business: Food for sale, Meal / Economy: Food for sale",0,24,136
DLH908,,2020-05-08T12:00:00.000+0000,2020-05-08T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
AVA2401,AIC111,2020-05-08T08:30:00.000+0000,2020-05-08T18:00:00.000+0000,VIDP,EGLL,B788,Business: No meal / Economy: No meal,0,18,238
ACA6387,AIC111,2020-05-08T08:30:00.000+0000,2020-05-08T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
CTN5486,DLH908,2020-05-08T12:00:00.000+0000,2020-05-08T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal,0,180,0
TAP7021,AIC111,2020-05-08T08:30:00.000+0000,2020-05-08T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
UAL9100,DLH908,2020-05-08T12:00:00.000+0000,2020-05-08T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
AIC111,,2020-05-08T08:30:00.000+0000,2020-05-08T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
AMC2136,ETD17,2020-05-08T10:10:00.000+0000,2020-05-08T17:45:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,32,343
KNE3017,ETD17,2020-05-08T10:10:00.000+0000,2020-05-08T17:45:00.000+0000,OMAA,EGLL,B78X,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,32,343
CSN7365,AZA204,2020-05-08T12:15:00.000+0000,2020-05-08T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
CAL9442,AZA204,2020-05-08T12:15:00.000+0000,2020-05-08T15:05:00.000+0000,LIRF,EGLL,A320,Business: No meal / Economy: No meal,0,99,999
CHH8667,AZA204,2020-05-08T12:15:00.000+0000,2020-05-08T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
AZA204,,2020-05-08T12:15:00.000+0000,2020-05-08T15:05:00.000+0000,LIRF,EGLL,A321,"Economy: Refreshments, Lunch",0,0,200
