ident,actual_ident,scheduled_departuretm,scheduled_arrivaltm,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
THA5805,ACA848,2020-04-30T00:35:00.000Z,2020-04-30T07:35:00.000Z,CYYZ,EGLL,B789,Business: Meal / Economy: Meal,0,30,268
SIA1015,ACA848,2020-04-30T00:35:00.000Z,2020-04-30T07:35:00.000Z,CYYZ,EGLL,B789,Business: No meal / Economy: No meal,0,30,268
ALK2848,ACA848,2020-04-30T00:35:00.000Z,2020-04-30T07:35:00.000Z,CYYZ,EGLL,B789,Business: No meal / Economy: No meal,0,30,268
TAP8275,ACA848,2020-04-30T00:35:00.000Z,2020-04-30T07:35:00.000Z,CYYZ,EGLL,B789,Business: No meal / Economy: No meal,0,30,268
ACA848,"",2020-04-30T00:35:00.000Z,2020-04-30T07:35:00.000Z,CYYZ,EGLL,B789,"Business: Breakfast, Meal / Economy: Breakfast, Meal",0,30,268
EMT1141,ACA848,2020-04-30T00:35:00.000Z,2020-04-30T07:35:00.000Z,CYYZ,EGLL,B789,Business: Snack or brunch / Economy: Snack or brunch,0,30,268
ETH1141,ACA848,2020-04-30T00:35:00.000Z,2020-04-30T07:35:00.000Z,CYYZ,EGLL,B789,Business: Snack or brunch / Economy: Snack or brunch,0,30,268
SIA2536,VIR156,2020-04-30T03:45:00.000Z,2020-04-30T13:45:00.000Z,KLAS,EGLL,B789,Business: Dinner / Economy: Dinner,0,31,227
DAL4416,VIR156,2020-04-30T03:45:00.000Z,2020-04-30T13:45:00.000Z,KLAS,EGLL,B789,Business: Dinner / Economy: Dinner,0,31,227
VIR156,"",2020-04-30T03:45:00.000Z,2020-04-30T13:45:00.000Z,KLAS,EGLL,B789,Business: Dinner / Economy: Dinner,0,31,227
AMX7682,VIR156,2020-04-30T03:45:00.000Z,2020-04-30T13:45:00.000Z,KLAS,EGLL,B789,Business: Dinner / Economy: Dinner,0,31,227
AFR9926,VIR156,2020-04-30T03:45:00.000Z,2020-04-30T13:45:00.000Z,KLAS,EGLL,B789,Business: Dinner / Economy: Dinner,0,31,227
KLM4807,VIR156,2020-04-30T03:45:00.000Z,2020-04-30T13:45:00.000Z,KLAS,EGLL,B789,Business: Dinner / Economy: Dinner,0,31,227
EIN8764,BAW84,2020-04-30T03:55:00.000Z,2020-04-30T13:15:00.000Z,CYVR,EGLL,B744,First: No meal / Business: No meal / Economy: No meal,14,52,271
FIN5996,BAW84,2020-04-30T03:55:00.000Z,2020-04-30T13:15:00.000Z,CYVR,EGLL,B744,First: No meal / Business: Meal / Economy: Meal,14,52,271
BAW84,"",2020-04-30T03:55:00.000Z,2020-04-30T13:15:00.000Z,CYVR,EGLL,B744,First: Meal / Business: Meal / Economy: Meal,14,52,271
IBE7334,BAW84,2020-04-30T03:55:00.000Z,2020-04-30T13:15:00.000Z,CYVR,EGLL,B744,First: No meal / Business: No meal / Economy: No meal,14,52,271
AAL6218,BAW84,2020-04-30T03:55:00.000Z,2020-04-30T13:15:00.000Z,CYVR,EGLL,B744,First: Meal / Business: Meal / Economy: Meal,14,52,271
DAL4375,VIR46,2020-04-30T01:00:00.000Z,2020-04-30T08:15:00.000Z,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AMX7669,VIR46,2020-04-30T01:00:00.000Z,2020-04-30T08:15:00.000Z,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AFR9664,VIR46,2020-04-30T01:00:00.000Z,2020-04-30T08:15:00.000Z,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
SIA2546,VIR46,2020-04-30T01:00:00.000Z,2020-04-30T08:15:00.000Z,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VIR46,"",2020-04-30T01:00:00.000Z,2020-04-30T08:15:00.000Z,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
BAW172,"",2020-04-30T01:00:00.000Z,2020-04-30T08:05:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,14,56,227
EIN8872,BAW172,2020-04-30T01:00:00.000Z,2020-04-30T08:05:00.000Z,KJFK,EGLL,"",First: No meal / Business: No meal / Economy: No meal,14,56,227
IBE7371,BAW172,2020-04-30T01:00:00.000Z,2020-04-30T08:05:00.000Z,KJFK,EGLL,"",First: No meal / Business: No meal / Economy: No meal,14,56,227
AAL6212,BAW172,2020-04-30T01:00:00.000Z,2020-04-30T08:05:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,14,56,227
KLM4827,VIR46,2020-04-30T01:00:00.000Z,2020-04-30T08:15:00.000Z,KJFK,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
FIN5472,BAW172,2020-04-30T01:00:00.000Z,2020-04-30T08:05:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,14,56,227
UAL16,"",2020-04-30T01:15:00.000Z,2020-04-30T08:20:00.000Z,KEWR,EGLL,B78X,Business: Dinner / Economy: Dinner,0,44,274
DLH7630,UAL16,2020-04-30T01:15:00.000Z,2020-04-30T08:20:00.000Z,KEWR,EGLL,B78X,Business: Dinner / Economy: Dinner,0,44,274
SWR3059,UAL16,2020-04-30T01:15:00.000Z,2020-04-30T08:20:00.000Z,KEWR,EGLL,B78X,Business: No meal / Economy: No meal,0,44,274
AUA7800,UAL16,2020-04-30T01:15:00.000Z,2020-04-30T08:20:00.000Z,KEWR,EGLL,B78X,Business: No meal / Economy: No meal,0,44,274
ACA5281,UAL16,2020-04-30T01:15:00.000Z,2020-04-30T08:20:00.000Z,KEWR,EGLL,B78X,Business: Dinner / Economy: Dinner,0,44,274
VOZ5354,VIR24,2020-04-30T04:20:00.000Z,2020-04-30T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
DAL4405,VIR24,2020-04-30T04:20:00.000Z,2020-04-30T14:35:00.000Z,KLAX,EGLL,B789,Business: Dinner / Economy: Dinner,0,31,227
SIA2524,VIR24,2020-04-30T04:20:00.000Z,2020-04-30T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
VIR24,"",2020-04-30T04:20:00.000Z,2020-04-30T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AFR9654,VIR24,2020-04-30T04:20:00.000Z,2020-04-30T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
AMX7661,VIR24,2020-04-30T04:20:00.000Z,2020-04-30T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
KLM4811,VIR24,2020-04-30T04:20:00.000Z,2020-04-30T14:35:00.000Z,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
BAW114,"",2020-04-30T01:30:00.000Z,2020-04-30T08:35:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,8,49,178
RJA7136,AAL80,2020-04-30T02:30:00.000Z,2020-04-30T11:45:00.000Z,KDFW,EGLL,B772,Business: No meal / Economy: No meal,0,99,999
AAL6135,BAW114,2020-04-30T01:30:00.000Z,2020-04-30T08:35:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,8,49,178
FIN5514,BAW114,2020-04-30T01:30:00.000Z,2020-04-30T08:35:00.000Z,KJFK,EGLL,"",First: Meal / Business: Meal / Economy: Meal,8,49,178
IBE7352,BAW114,2020-04-30T01:30:00.000Z,2020-04-30T08:35:00.000Z,KJFK,EGLL,"",First: No meal / Business: No meal / Economy: No meal,8,49,178
VIR4044,DAL30,2020-04-30T01:37:00.000Z,2020-04-30T10:05:00.000Z,KATL,EGLL,B764,First: No meal / Business: Dinner / Economy: Dinner,20,34,184
AFR3621,DAL30,2020-04-30T01:37:00.000Z,2020-04-30T10:05:00.000Z,KATL,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
DAL30,"",2020-04-30T01:37:00.000Z,2020-04-30T10:05:00.000Z,KATL,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
SIA2502,VIR2,2020-04-30T01:45:00.000Z,2020-04-30T08:55:00.000Z,KEWR,EGLL,A333,Business: Dinner / Economy: Dinner,0,33,233
BAW248,"",2020-04-30T00:50:00.000Z,2020-04-30T12:10:00.000Z,SBGL,EGLL,B788,Business: Meal / Economy: Meal,0,35,179
IBE7422,BAW248,2020-04-30T00:50:00.000Z,2020-04-30T12:10:00.000Z,SBGL,EGLL,B788,Business: No meal / Economy: No meal,0,35,179
LAN5591,BAW248,2020-04-30T00:50:00.000Z,2020-04-30T12:10:00.000Z,SBGL,EGLL,B788,Business: Meal / Economy: Meal,0,35,179
IBE7340,BAW98,2020-04-30T01:55:00.000Z,2020-04-30T09:00:00.000Z,CYYZ,EGLL,A35K,Business: No meal / Economy: No meal,0,56,275
AAL6208,BAW98,2020-04-30T01:55:00.000Z,2020-04-30T09:00:00.000Z,CYYZ,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
FIN5998,BAW98,2020-04-30T01:55:00.000Z,2020-04-30T09:00:00.000Z,CYYZ,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
BAW98,"",2020-04-30T01:55:00.000Z,2020-04-30T09:00:00.000Z,CYYZ,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
BAW292,"",2020-04-30T02:20:00.000Z,2020-04-30T09:35:00.000Z,KIAD,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
AAL6192,BAW292,2020-04-30T02:20:00.000Z,2020-04-30T09:35:00.000Z,KIAD,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
FIN5532,BAW292,2020-04-30T02:20:00.000Z,2020-04-30T09:35:00.000Z,KIAD,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
IBE7448,BAW292,2020-04-30T02:20:00.000Z,2020-04-30T09:35:00.000Z,KIAD,EGLL,A35K,Business: No meal / Economy: No meal,0,56,275
DAL18,"",2020-04-30T02:29:00.000Z,2020-04-30T10:10:00.000Z,KDTW,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
VIR4018,DAL18,2020-04-30T02:29:00.000Z,2020-04-30T10:10:00.000Z,KDTW,EGLL,B764,First: No meal / Business: Dinner / Economy: Dinner,20,34,184
AFR3665,DAL18,2020-04-30T02:29:00.000Z,2020-04-30T10:10:00.000Z,KDTW,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
KLM6078,DAL18,2020-04-30T02:29:00.000Z,2020-04-30T10:10:00.000Z,KDTW,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
SIA2512,VIR12,2020-04-30T02:55:00.000Z,2020-04-30T09:35:00.000Z,KBOS,EGLL,A333,Business: Dinner / Economy: Dinner,0,31,233
KLM6043,DAL5,2020-04-30T02:59:00.000Z,2020-04-30T10:10:00.000Z,KJFK,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
DAL5,"",2020-04-30T02:59:00.000Z,2020-04-30T10:10:00.000Z,KJFK,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
VIR4000,DAL5,2020-04-30T02:59:00.000Z,2020-04-30T10:10:00.000Z,KJFK,EGLL,B764,First: No meal / Business: Dinner / Economy: Dinner,20,34,184
AFR5964,DAL5,2020-04-30T02:59:00.000Z,2020-04-30T10:10:00.000Z,KJFK,EGLL,B764,First: Dinner / Business: Dinner / Economy: Dinner,20,34,184
AIC7336,ACA858,2020-04-30T03:05:00.000Z,2020-04-30T10:05:00.000Z,CYYZ,EGLL,B77W,Business: Meal / Economy: Meal,0,36,398
ALK2858,ACA858,2020-04-30T03:05:00.000Z,2020-04-30T10:05:00.000Z,CYYZ,EGLL,B77W,Business: No meal / Economy: No meal,0,40,336
AFL4411,AMX7,2020-04-30T04:25:00.000Z,2020-04-30T15:05:00.000Z,MMMX,EGLL,B789,"Business: Complimentary Alcohol, Hot meal / Economy: Complimentary Alcohol, Hot meal",0,36,238
VIR7501,AMX7,2020-04-30T04:25:00.000Z,2020-04-30T15:05:00.000Z,MMMX,EGLL,B789,"Business: Complimentary Alcohol, Hot meal / Economy: Complimentary Alcohol, Hot meal",0,36,238
RJA7081,AAL98,2020-04-30T04:35:00.000Z,2020-04-30T12:15:00.000Z,KORD,EGLL,B789,Business: No meal / Economy: No meal,0,99,999
LOT4516,AIC177,2020-04-30T00:05:00.000Z,2020-04-30T11:05:00.000Z,VOBL,EGLL,B788,Business: No meal / Economy: Meal,0,18,238
AIC177,"",2020-04-30T00:05:00.000Z,2020-04-30T11:05:00.000Z,VOBL,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
IBE7538,BAW1321,2020-04-30T05:05:00.000Z,2020-04-30T06:25:00.000Z,EGNT,EGLL,A321,Business: No meal / Economy: No meal,0,20,188
QTR5979,BAW1321,2020-04-30T05:05:00.000Z,2020-04-30T06:25:00.000Z,EGNT,EGLL,A320,Business: No meal / Economy: No meal,0,2,178
SBI4724,BAW1321,2020-04-30T05:05:00.000Z,2020-04-30T06:25:00.000Z,EGNT,EGLL,A320,Business: Meal / Economy: Food for sale,0,12,150
AAL6652,BAW1321,2020-04-30T05:05:00.000Z,2020-04-30T06:25:00.000Z,EGNT,EGLL,A320,"Business: Meal / Economy: Food for sale, Meal",0,15,137
AIC6122,BE2101,2020-04-30T05:20:00.000Z,2020-04-30T07:00:00.000Z,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
BAW5952,EIN152,2020-04-30T05:30:00.000Z,2020-04-30T07:05:00.000Z,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
EIN152,"",2020-04-30T05:30:00.000Z,2020-04-30T07:05:00.000Z,EIDW,EGLL,A320,Business: Meal / Economy: Meal,0,4,168
ACA6391,AIC131,2020-04-30T01:00:00.000Z,2020-04-30T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
LOT4514,AIC131,2020-04-30T01:00:00.000Z,2020-04-30T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
TAP7039,AIC131,2020-04-30T01:00:00.000Z,2020-04-30T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
AIC131,"",2020-04-30T01:00:00.000Z,2020-04-30T10:30:00.000Z,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
ACA6922,EIN152,2020-04-30T05:30:00.000Z,2020-04-30T07:05:00.000Z,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7652,EIN152,2020-04-30T05:30:00.000Z,2020-04-30T07:05:00.000Z,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
ACA6199,AUA451,2020-04-30T04:50:00.000Z,2020-04-30T07:20:00.000Z,LOWW,EGLL,A320,Economy: Snack or brunch,0,0,168
IBE7569,BAW1427,2020-04-30T05:50:00.000Z,2020-04-30T07:15:00.000Z,EGAC,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
EIN8317,BAW1427,2020-04-30T05:50:00.000Z,2020-04-30T07:15:00.000Z,EGAC,EGLL,A320,Business: No meal / Economy: No meal,0,16,156
QFA3518,BAW751,2020-04-30T04:50:00.000Z,2020-04-30T06:35:00.000Z,LFSB,EGLL,A319,Business: Meal / Economy: Food for sale,0,24,107
JAL7708,BAW751,2020-04-30T04:50:00.000Z,2020-04-30T06:35:00.000Z,LFSB,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
JTL7708,BAW751,2020-04-30T04:50:00.000Z,2020-04-30T06:35:00.000Z,LFSB,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
QTR5996,BAW1427,2020-04-30T05:50:00.000Z,2020-04-30T07:15:00.000Z,EGAC,EGLL,A320,Business: No meal / Economy: No meal,0,16,156
AUA451,"",2020-04-30T04:50:00.000Z,2020-04-30T07:20:00.000Z,LOWW,EGLL,A320,Economy: Snack or brunch,0,0,168
FIN5964,BAW1435,2020-04-30T05:50:00.000Z,2020-04-30T07:30:00.000Z,EGPH,EGLL,A321,"Business: Food for sale, Meal / Economy: Food for sale",0,20,188
IBE7570,BAW1435,2020-04-30T05:50:00.000Z,2020-04-30T07:30:00.000Z,EGPH,EGLL,A321,Business: No meal / Economy: No meal,0,20,188
AAL6713,BAW1427,2020-04-30T05:50:00.000Z,2020-04-30T07:15:00.000Z,EGAC,EGLL,A320,"Business: Meal / Economy: Food for sale, Meal",0,15,137
UAL9845,AUA451,2020-04-30T04:50:00.000Z,2020-04-30T07:20:00.000Z,LOWW,EGLL,A320,Economy: Snack or brunch,0,0,168
QTR5939,BAW751,2020-04-30T04:50:00.000Z,2020-04-30T06:35:00.000Z,LFSB,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
IBE7552,BAW1385,2020-04-30T05:55:00.000Z,2020-04-30T07:10:00.000Z,EGCC,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
AAL6618,BAW1385,2020-04-30T05:55:00.000Z,2020-04-30T07:10:00.000Z,EGCC,EGLL,A321,"Business: Meal / Economy: Food for sale, Meal",0,15,169
JAL6502,BAW1385,2020-04-30T05:55:00.000Z,2020-04-30T07:10:00.000Z,EGCC,EGLL,"",Business: No meal / Economy: No meal,0,999,999
JTL6502,BAW1385,2020-04-30T05:55:00.000Z,2020-04-30T07:10:00.000Z,EGCC,EGLL,"",Business: No meal / Economy: No meal,0,999,999
QTR6254,BAW1385,2020-04-30T05:55:00.000Z,2020-04-30T07:10:00.000Z,EGCC,EGLL,"",Business: No meal / Economy: No meal,0,1,219
AAL8685,IBE3170,2020-04-30T05:00:00.000Z,2020-04-30T07:25:00.000Z,LEMD,EGLL,A320,"Business: Breakfast / Economy: Breakfast, Food for sale",0,10,114
AAL6656,BAW118,2020-04-30T01:30:00.000Z,2020-04-30T12:10:00.000Z,VOBL,EGLL,A35K,Business: Meal / Economy: Meal,0,56,275
JTL7854,BAW853,2020-04-30T05:00:00.000Z,2020-04-30T07:15:00.000Z,LKPR,EGLL,A320,Business: No meal / Economy: No meal,0,999,999
JTL7774,BAW811,2020-04-30T05:00:00.000Z,2020-04-30T07:15:00.000Z,EKCH,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
AIC6155,BE2121,2020-04-30T06:00:00.000Z,2020-04-30T08:00:00.000Z,EGPD,EGLL,DH8D,Economy: Meal,0,0,78
QTR6006,BAW1467,2020-04-30T06:00:00.000Z,2020-04-30T07:35:00.000Z,EGPE,EGLL,A319,Business: No meal / Economy: No meal,0,24,107
MAS9801,BAW811,2020-04-30T05:00:00.000Z,2020-04-30T07:15:00.000Z,EKCH,EGLL,A319,Business: Meal / Economy: Food for sale,0,1,142
DLH924,"",2020-04-30T05:00:00.000Z,2020-04-30T06:40:00.000Z,EDDF,EGLL,"",Business: Cold meal / Economy: Snack or brunch,0,32,167
CPA7190,BAW811,2020-04-30T05:00:00.000Z,2020-04-30T07:15:00.000Z,EKCH,EGLL,A319,Business: No meal / Economy: No meal,0,999,999
JAL7854,BAW853,2020-04-30T05:00:00.000Z,2020-04-30T07:15:00.000Z,LKPR,EGLL,A320,Business: No meal / Economy: No meal,0,999,999
IBE7356,BAW118,2020-04-30T01:30:00.000Z,2020-04-30T12:10:00.000Z,VOBL,EGLL,A35K,Business: No meal / Economy: No meal,0,56,275
CPA7196,BAW853,2020-04-30T05:00:00.000Z,2020-04-30T07:15:00.000Z,LKPR,EGLL,A320,Business: No meal / Economy: No meal,0,999,999
FIN5974,BAW1475,2020-04-30T06:00:00.000Z,2020-04-30T07:35:00.000Z,EGPF,EGLL,A319,"Business: Food for sale, Meal / Economy: Food for sale",0,24,108
UAL8809,DLH924,2020-04-30T05:00:00.000Z,2020-04-30T06:40:00.000Z,EDDF,EGLL,"",Business: Cold meal / Economy: Snack or brunch,0,32,167
AAL6532,BAW811,2020-04-30T05:00:00.000Z,2020-04-30T07:15:00.000Z,EKCH,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,15,114
