ident,actual_ident,scheduled_departuretm,scheduled_arrivaltm,origin,destination,aircrafttype,meal_service,seats_cabin_first,seats_cabin_business,seats_cabin_coach
SIA2524,VIR24,2020-05-07T04:20:00.000+0000,2020-05-07T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
DAL4405,VIR24,2020-05-07T04:20:00.000+0000,2020-05-07T14:35:00.000+0000,KLAX,EGLL,A35K,Business: Dinner / Economy: Dinner,0,44,291
IBE7352,BAW114,2020-05-07T01:30:00.000+0000,2020-05-07T08:35:00.000+0000,KJFK,EGLL,,,0,0,0
SIA1190,AVA120,2020-05-07T04:00:00.000+0000,2020-05-07T14:35:00.000+0000,SKBO,EGLL,B788,Business: No meal / Economy: No meal,0,28,222
ALK2860,ACA860,2020-05-07T02:40:00.000+0000,2020-05-07T08:35:00.000+0000,CYHZ,EGLL,B38M,Economy: No meal,0,0,169
KAL7970,TAM8084,2020-05-07T02:50:00.000+0000,2020-05-07T14:05:00.000+0000,SBGR,EGLL,B773,"Business: Breakfast, Dinner / Economy: Breakfast, Dinner",0,56,323
AIC177,,2020-05-07T00:05:00.000+0000,2020-05-07T11:05:00.000+0000,VOBL,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
AIC6122,BE2101,2020-05-07T05:20:00.000+0000,2020-05-07T07:00:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
UAL7652,EIN152,2020-05-07T05:30:00.000+0000,2020-05-07T07:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
ACA6922,EIN152,2020-05-07T05:30:00.000+0000,2020-05-07T07:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
BAW5952,EIN152,2020-05-07T05:30:00.000+0000,2020-05-07T07:05:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
TAP7039,AIC131,2020-05-07T01:00:00.000+0000,2020-05-07T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
ACA6391,AIC131,2020-05-07T01:00:00.000+0000,2020-05-07T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
AIC131,,2020-05-07T01:00:00.000+0000,2020-05-07T10:30:00.000+0000,VABB,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,4,35,303
AIC6155,BE2121,2020-05-07T06:00:00.000+0000,2020-05-07T08:00:00.000+0000,EGPD,EGLL,DH8D,Economy: Meal,0,0,78
UAL7640,EIN710,2020-05-07T06:15:00.000+0000,2020-05-07T07:45:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW7003,QTR3,2020-05-07T04:15:00.000+0000,2020-05-07T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
BAW5926,EIN710,2020-05-07T06:15:00.000+0000,2020-05-07T07:45:00.000+0000,EICK,EGLL,A320,Economy: Food for sale,0,0,180
UAL7627,EIN154,2020-05-07T06:15:00.000+0000,2020-05-07T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: No meal,0,16,168
ACA6904,EIN154,2020-05-07T06:15:00.000+0000,2020-05-07T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Meal,0,16,168
BAW5954,EIN154,2020-05-07T06:15:00.000+0000,2020-05-07T07:45:00.000+0000,EIDW,EGLL,,Business: No meal / Economy: Food for sale,0,16,168
QTR3,,2020-05-07T04:15:00.000+0000,2020-05-07T11:35:00.000+0000,OTHH,EGLL,A35K,Business: Meal / Economy: Meal,0,46,281
EIN154,,2020-05-07T06:15:00.000+0000,2020-05-07T07:45:00.000+0000,EIDW,EGLL,,Business: Meal / Economy: Meal,0,16,168
ACA6912,EIN710,2020-05-07T06:15:00.000+0000,2020-05-07T07:45:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
BAW5940,EIN380,2020-05-07T06:30:00.000+0000,2020-05-07T08:05:00.000+0000,EINN,EGLL,,Economy: Food for sale,0,0,999
MAU9412,AFR1680,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
DAL8718,AFR1680,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
UAL7657,EIN380,2020-05-07T06:30:00.000+0000,2020-05-07T08:05:00.000+0000,EINN,EGLL,,Business: No meal / Economy: No meal,0,16,168
AFR1680,,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
REU8680,AFR1680,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
ACA6916,EIN380,2020-05-07T06:30:00.000+0000,2020-05-07T08:05:00.000+0000,EINN,EGLL,,Business: No meal / Economy: Meal,0,16,168
CES4977,AFR1680,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
VIR6700,AFR1680,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
KQA3218,AFR1680,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A321,Business: No meal / Economy: No meal,0,82,130
CSN7179,AFR1680,2020-05-07T05:30:00.000+0000,2020-05-07T06:55:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
ICE450,,2020-05-07T07:40:00.000+0000,2020-05-07T10:45:00.000+0000,BIKF,EGLL,,"Business: Alcohol for sale, Breakfast / Economy: Alcohol for sale, Food for sale",0,22,203
THA6224,SAS525,2020-05-07T05:50:00.000+0000,2020-05-07T08:35:00.000+0000,ESSA,EGLL,B737,Business: Meal / Economy: Meal,0,6,135
CPA1410,FIN1331,2020-05-07T05:00:00.000+0000,2020-05-07T08:10:00.000+0000,EFHK,EGLL,A319,Business: No meal / Economy: No meal,0,1,143
BAW6031,FIN1331,2020-05-07T05:00:00.000+0000,2020-05-07T08:10:00.000+0000,EFHK,EGLL,A319,Business: Meal / Economy: Meal,0,1,143
DLH900,,2020-05-07T06:00:00.000+0000,2020-05-07T07:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
ANA6233,DLH900,2020-05-07T06:00:00.000+0000,2020-05-07T07:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
FIN1331,,2020-05-07T05:00:00.000+0000,2020-05-07T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,1,143
AAL8999,FIN1331,2020-05-07T05:00:00.000+0000,2020-05-07T08:10:00.000+0000,EFHK,EGLL,A319,"Business: Meal / Economy: Food for sale, Meal",0,1,143
BAW7054,IBE3162,2020-05-07T06:15:00.000+0000,2020-05-07T08:40:00.000+0000,LEMD,EGLL,A320,Economy: Snack or brunch,0,0,180
KNE3019,ETD19,2020-05-07T04:15:00.000+0000,2020-05-07T11:50:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
LAN5409,IBE3162,2020-05-07T06:15:00.000+0000,2020-05-07T08:40:00.000+0000,LEMD,EGLL,A319,Economy: Food for sale,0,0,144
GIA9126,ETD19,2020-05-07T04:15:00.000+0000,2020-05-07T11:50:00.000+0000,OMAA,EGLL,B78X,Business: Meal / Economy: Meal,0,999,999
AAL8816,IBE3162,2020-05-07T06:15:00.000+0000,2020-05-07T08:40:00.000+0000,LEMD,EGLL,A319,"Business: Breakfast / Economy: Breakfast, Food for sale",0,30,102
AMC2132,ETD19,2020-05-07T04:15:00.000+0000,2020-05-07T11:50:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,28,199
IBE3162,,2020-05-07T06:15:00.000+0000,2020-05-07T08:40:00.000+0000,LEMD,EGLL,A320,"Economy: Breakfast, Food for sale",0,0,180
BAW5956,EIN156,2020-05-07T07:30:00.000+0000,2020-05-07T09:00:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
UAL7647,EIN930,2020-05-07T07:45:00.000+0000,2020-05-07T09:15:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
EIN930,,2020-05-07T07:45:00.000+0000,2020-05-07T09:15:00.000+0000,EGAC,EGLL,A320,Business: Meal / Economy: Meal,0,4,168
BAW2130,EIN930,2020-05-07T07:45:00.000+0000,2020-05-07T09:15:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
AIC6124,BE2103,2020-05-07T07:55:00.000+0000,2020-05-07T09:35:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
ACA6511,MSR777,2020-05-07T07:10:00.000+0000,2020-05-07T12:35:00.000+0000,HECA,EGLL,B789,Business: Meal / Economy: No meal,0,30,279
TAP7016,MSR777,2020-05-07T07:10:00.000+0000,2020-05-07T12:35:00.000+0000,HECA,EGLL,B789,Business: No meal / Economy: No meal,0,30,279
MSR777,,2020-05-07T07:10:00.000+0000,2020-05-07T12:35:00.000+0000,HECA,EGLL,B789,Business: Meal / Economy: Meal,0,30,279
CXA9303,KLM1007,2020-05-07T07:15:00.000+0000,2020-05-07T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
VIR6993,KLM1007,2020-05-07T07:15:00.000+0000,2020-05-07T08:40:00.000+0000,EHAM,EGLL,B737,Business: Meal / Economy: Snack or brunch,0,36,106
CSN7858,KLM1007,2020-05-07T07:15:00.000+0000,2020-05-07T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
DAL9641,KLM1007,2020-05-07T07:15:00.000+0000,2020-05-07T08:40:00.000+0000,EHAM,EGLL,B737,Business: Snack or brunch / Economy: Snack or brunch,0,36,106
CES6269,KLM1007,2020-05-07T07:15:00.000+0000,2020-05-07T08:40:00.000+0000,EHAM,EGLL,B737,Business: Meal / Economy: Meal,0,36,106
KQA1007,KLM1007,2020-05-07T07:15:00.000+0000,2020-05-07T08:40:00.000+0000,EHAM,EGLL,B737,Business: No meal / Economy: No meal,0,36,106
KLM1007,,2020-05-07T07:15:00.000+0000,2020-05-07T08:40:00.000+0000,EHAM,EGLL,B737,"Business: Meal / Economy: Snack or brunch, Meal",0,36,106
AZA202,,2020-05-07T07:30:00.000+0000,2020-05-07T10:25:00.000+0000,LIRF,EGLL,A320,Economy: Refreshments,0,0,180
BAW5958,EIN158,2020-05-07T08:40:00.000+0000,2020-05-07T10:10:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
UAL7630,EIN158,2020-05-07T08:40:00.000+0000,2020-05-07T10:10:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
UAE29,,2020-05-07T05:40:00.000+0000,2020-05-07T13:25:00.000+0000,OMDB,EGLL,B77W,Business: Meal / Economy: Meal,0,42,310
ACA6906,EIN158,2020-05-07T08:40:00.000+0000,2020-05-07T10:10:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
AMC4100,,2020-05-07T08:00:00.000+0000,2020-05-07T11:30:00.000+0000,LMML,EGLL,A320,Economy: No meal,0,0,180
GFA3,,2020-05-07T07:05:00.000+0000,2020-05-07T14:20:00.000+0000,OBBI,EGLL,B789,Business: Lunch / Economy: Lunch,0,26,256
KQA3076,AFR1580,2020-05-07T08:10:00.000+0000,2020-05-07T09:40:00.000+0000,LFPG,EGLL,A319,Business: No meal / Economy: No meal,0,72,71
REU8580,AFR1580,2020-05-07T08:10:00.000+0000,2020-05-07T09:40:00.000+0000,LFPG,EGLL,A319,Business: No meal / Economy: No meal,0,72,71
ATW833,ATW1009,2020-05-07T08:15:00.000+0000,2020-05-07T09:45:00.000+0000,EHAM,EGLL,B739,Business: No meal / Economy: No meal,0,56,132
KNE3025,ETD25,2020-05-07T06:35:00.000+0000,2020-05-07T14:10:00.000+0000,OMAA,EGLL,A388,"First: Food for sale / Business: Food for sale, Meal / Economy: Food for sale, Meal",11,70,405
BAW5962,EIN162,2020-05-07T10:10:00.000+0000,2020-05-07T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
ACA6924,EIN162,2020-05-07T10:10:00.000+0000,2020-05-07T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
UAL7650,EIN162,2020-05-07T10:10:00.000+0000,2020-05-07T11:40:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
UAL7642,EIN712,2020-05-07T10:35:00.000+0000,2020-05-07T12:05:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
AAL6443,BAW431,2020-05-07T09:35:00.000+0000,2020-05-07T10:55:00.000+0000,EHAM,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
ACA6914,EIN712,2020-05-07T10:35:00.000+0000,2020-05-07T12:05:00.000+0000,EICK,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
ANA211,,2020-05-07T02:35:00.000+0000,2020-05-07T15:10:00.000+0000,RJTT,EGLL,B77W,First: Meal / Business: Meal / Economy: Meal,8,64,140
BAW5928,EIN712,2020-05-07T10:35:00.000+0000,2020-05-07T12:05:00.000+0000,EICK,EGLL,A320,Economy: Food for sale,0,0,180
VIR251,,2020-05-07T03:40:00.000+0000,2020-05-07T15:50:00.000+0000,ZSPD,EGLL,B789,Business: Lunch / Economy: Lunch,0,31,227
AAL6291,BAW479,2020-05-07T09:40:00.000+0000,2020-05-07T12:05:00.000+0000,LEBL,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
PIA785,,2020-05-07T06:55:00.000+0000,2020-05-07T15:00:00.000+0000,OPLA,EGLL,B77W,First: No meal / Economy: No meal,58,0,384
BAW5964,EIN164,2020-05-07T11:00:00.000+0000,2020-05-07T12:30:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
UAL7654,EIN164,2020-05-07T11:00:00.000+0000,2020-05-07T12:30:00.000+0000,EIDW,EGLL,A320,Economy: No meal,0,0,174
IRA711,,2020-05-07T07:50:00.000+0000,2020-05-07T14:10:00.000+0000,OIIE,EGLL,A330,Business: Meal / Economy: Meal,0,14,204
UAL7644,EIN384,2020-05-07T11:25:00.000+0000,2020-05-07T13:00:00.000+0000,EINN,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW5942,EIN384,2020-05-07T11:25:00.000+0000,2020-05-07T13:00:00.000+0000,EINN,EGLL,A320,Economy: Food for sale,0,0,180
ACA6918,EIN384,2020-05-07T11:25:00.000+0000,2020-05-07T13:00:00.000+0000,EINN,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
BAW2128,EIN932,2020-05-07T12:15:00.000+0000,2020-05-07T13:35:00.000+0000,EGAC,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
ISS9577,BAW577,2020-05-07T11:20:00.000+0000,2020-05-07T13:20:00.000+0000,LIML,EGLL,,Business: Meal / Economy: Meal,0,1,179
CES551,,2020-05-07T05:20:00.000+0000,2020-05-07T17:40:00.000+0000,ZSPD,EGLL,B773,First: Snack or brunch / Business: Snack or brunch / Economy: Snack or brunch,6,51,257
KAL503,,2020-05-07T04:20:00.000+0000,2020-05-07T15:55:00.000+0000,RKSI,EGLL,B772,,0,0,0
REU8780,AFR1780,2020-05-07T11:20:00.000+0000,2020-05-07T12:45:00.000+0000,LFPG,EGLL,A320,Business: No meal / Economy: No meal,0,108,66
BAW5966,EIN166,2020-05-07T12:35:00.000+0000,2020-05-07T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Food for sale,0,4,168
ACA6896,EIN166,2020-05-07T12:35:00.000+0000,2020-05-07T14:05:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
BAW347,,2020-05-07T11:45:00.000+0000,2020-05-07T13:55:00.000+0000,LFMN,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
LAN5582,BAW347,2020-05-07T11:45:00.000+0000,2020-05-07T13:55:00.000+0000,LFMN,EGLL,,Business: Meal / Economy: Food for sale,0,24,136
TAP7021,AIC111,2020-05-07T08:30:00.000+0000,2020-05-07T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
CTN5486,DLH908,2020-05-07T12:00:00.000+0000,2020-05-07T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal,0,180,0
MAS9825,BAW1445,2020-05-07T13:00:00.000+0000,2020-05-07T14:30:00.000+0000,EGPH,EGLL,,Business: Meal / Economy: Food for sale,0,24,136
QTR6285,BAW1445,2020-05-07T13:00:00.000+0000,2020-05-07T14:30:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
BAW1445,,2020-05-07T13:00:00.000+0000,2020-05-07T14:30:00.000+0000,EGPH,EGLL,,"Business: Meal / Economy: Food for sale, Meal",0,24,136
ELY223,,2020-05-07T12:00:00.000+0000,2020-05-07T13:15:00.000+0000,LFPG,EGLL,B788,Business: No meal / Economy: No meal,0,20,218
IBE7574,BAW1445,2020-05-07T13:00:00.000+0000,2020-05-07T14:30:00.000+0000,EGPH,EGLL,,Business: No meal / Economy: No meal,0,24,136
ACA6387,AIC111,2020-05-07T08:30:00.000+0000,2020-05-07T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
AIC111,,2020-05-07T08:30:00.000+0000,2020-05-07T18:00:00.000+0000,VIDP,EGLL,B788,Business: Meal / Economy: Meal,0,18,238
UAL9100,DLH908,2020-05-07T12:00:00.000+0000,2020-05-07T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
DLH908,,2020-05-07T12:00:00.000+0000,2020-05-07T13:40:00.000+0000,EDDF,EGLL,,Business: Cold meal / Economy: Snack or brunch,0,28,138
AVA2401,AIC111,2020-05-07T08:30:00.000+0000,2020-05-07T18:00:00.000+0000,VIDP,EGLL,B788,Business: No meal / Economy: No meal,0,18,238
FIN5970,BAW1445,2020-05-07T13:00:00.000+0000,2020-05-07T14:30:00.000+0000,EGPH,EGLL,,"Business: Food for sale, Meal / Economy: Food for sale",0,24,136
KNE3017,ETD17,2020-05-07T10:10:00.000+0000,2020-05-07T17:45:00.000+0000,OMAA,EGLL,B78X,"Business: Food for sale, Meal / Economy: Food for sale, Meal",0,32,343
AMC2136,ETD17,2020-05-07T10:10:00.000+0000,2020-05-07T17:45:00.000+0000,OMAA,EGLL,B78X,Business: No meal / Economy: No meal,0,32,343
CAL9442,AZA204,2020-05-07T12:15:00.000+0000,2020-05-07T15:05:00.000+0000,LIRF,EGLL,A320,Business: No meal / Economy: No meal,0,99,999
AZA204,,2020-05-07T12:15:00.000+0000,2020-05-07T15:05:00.000+0000,LIRF,EGLL,A321,"Economy: Refreshments, Lunch",0,0,200
CSN7365,AZA204,2020-05-07T12:15:00.000+0000,2020-05-07T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
BTI5630,BAW5630,2020-05-07T12:15:00.000+0000,2020-05-07T14:15:00.000+0000,LIML,EGLL,A319,Economy: Food for sale,0,0,1
LZB1705,AZA204,2020-05-07T12:15:00.000+0000,2020-05-07T15:05:00.000+0000,LIRF,EGLL,A319,Business: No meal / Economy: No meal,0,8,132
CHH8667,AZA204,2020-05-07T12:15:00.000+0000,2020-05-07T15:05:00.000+0000,LIRF,EGLL,A320,,0,0,0
SIA7396,,2020-05-07T10:20:00.000+0000,2020-05-07T18:35:00.000+0000,OMSJ,EGLL,B744,,0,0,0
OMA101,,2020-05-07T10:30:00.000+0000,2020-05-07T18:10:00.000+0000,OOMS,EGLL,B789,"Business: Dinner, Lunch / Economy: Dinner, Lunch",0,30,258
UAL7668,EIN168,2020-05-07T13:30:00.000+0000,2020-05-07T15:00:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: No meal,0,4,168
BAW5968,EIN168,2020-05-07T13:30:00.000+0000,2020-05-07T15:00:00.000+0000,EIDW,EGLL,A320,Economy: Food for sale,0,0,180
ACA6910,EIN168,2020-05-07T13:30:00.000+0000,2020-05-07T15:00:00.000+0000,EIDW,EGLL,A320,Business: No meal / Economy: Meal,0,4,168
KZR941,,2020-05-07T08:50:00.000+0000,2020-05-07T15:50:00.000+0000,UACC,EGLL,,Business: Meal / Economy: Meal,0,16,150
AIC129,,2020-05-07T09:25:00.000+0000,2020-05-07T19:00:00.000+0000,VABB,EGLL,B788,Business: Breakfast / Economy: Breakfast,0,18,238
TAP2678,PGA2678,2020-05-07T14:00:00.000+0000,2020-05-07T16:45:00.000+0000,LPPT,EGLL,E190,"Business: Snack or brunch / Economy: Snack or brunch, Meal",0,6,100
BAW282,,2020-05-07T22:35:00.000+0000,2020-05-08T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
EIN8982,BAW282,2020-05-07T22:35:00.000+0000,2020-05-08T09:10:00.000+0000,KLAX,EGLL,B744,First: No meal / Business: No meal / Economy: No meal,14,86,175
FIN5522,BAW282,2020-05-07T22:35:00.000+0000,2020-05-08T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
IBE7440,BAW282,2020-05-07T22:35:00.000+0000,2020-05-08T09:10:00.000+0000,KLAX,EGLL,B789,First: No meal / Business: No meal / Economy: No meal,8,42,166
AAL6185,BAW282,2020-05-07T22:35:00.000+0000,2020-05-08T09:10:00.000+0000,KLAX,EGLL,B789,First: Meal / Business: Meal / Economy: Meal,8,42,166
IBE4192,AAL50,2020-05-07T20:40:00.000+0000,2020-05-08T05:55:00.000+0000,KDFW,EGLL,B77W,,0,0,0
AIC6126,BE2107,2020-05-07T14:50:00.000+0000,2020-05-07T16:30:00.000+0000,EGPH,EGLL,DH8D,Economy: Meal,0,0,78
